fire_id,a,b,ha,yr
4380,,,0.03,2023
4382,74.1100845336914,45.738182067871094,0.01,2023
4384,49.14020919799805,63.20532989501953,0.4,2023
4388,69.11751556396484,71.64498901367188,0.95,2023
4389,47.918182373046875,51.806888580322266,0.2,2023
4395,0.3375730514526367,1.513193964958191,0.2,2023
4396,,,0.1,2023
4397,32.18339157104492,21.206382751464844,1.4,2023
4398,24.092472076416016,4.7543768882751465,3.0,2023
4403,63.97277069091797,85.24388122558594,2.0,2023
4404,30.88423728942871,62.3973274230957,0.06,2023
4405,29.82360076904297,31.4316463470459,0.1,2023
4406,11.529085159301758,28.124500274658203,0.05,2023
4410,49.22161102294922,38.52659225463867,0.05,2023
4411,63.844886779785156,22.200206756591797,0.05,2023
4412,28.657203674316406,18.62788200378418,0.05,2023
4413,33.74563217163086,13.10913372039795,0.03,2023
4414,18.40825653076172,5.481034755706787,0.1,2023
4415,51.4597282409668,83.31800842285156,0.06,2023
4419,4.4058637619018555,30.4456787109375,0.1,2023
4420,0.9534378051757812,23.11115074157715,0.1,2023
4421,28.863943099975586,18.94223976135254,12.0,2023
4422,71.42259979248047,24.0876407623291,0.1,2023
4423,68.85231018066406,17.442523956298828,0.03,2023
4424,72.82876586914062,13.351613998413086,0.03,2023
4425,23.710500717163086,22.51421356201172,1.0,2023
4439,10.064690589904785,1.4881445169448853,0.01,2023
4440,82.5746078491211,87.59683227539062,5.0,2022
4441,0.11208894103765488,0.9346120953559875,24.0,2022
4442,12.566595077514648,18.91534423828125,0.05,2022
4443,42.08281326293945,75.360595703125,0.2,2022
4444,15.924962043762207,7.995946407318115,0.3,2022
4451,4.547730922698975,9.776948928833008,0.2,2022
4452,0.08670037984848022,10.569637298583984,1.5,2022
4453,28.964927673339844,32.083984375,2.0,2022
4454,72.98259735107422,19.9628963470459,0.5,2022
4455,55.21036911010742,34.41654968261719,29.0,2022
4458,56.89106369018555,81.26383209228516,1.4,2022
4459,5.279299259185791,4.195005893707275,0.09,2022
4460,9.317867279052734,74.52705383300781,0.09,2022
4461,83.64163208007812,55.95539855957031,0.08,2022
4462,78.9048843383789,74.31352996826172,5.0,2022
4463,35.09346008300781,10.198872566223145,0.3,2022
4464,21.413915634155273,31.533897399902344,1.0,2022
4465,44.11891555786133,52.81856918334961,0.2,2022
4466,50.91008377075195,71.84687805175781,0.6,2022
4467,48.09501647949219,75.74058532714844,0.15,2022
4468,12.401385307312012,39.441402435302734,0.5,2022
4471,3.369736671447754,15.241899490356445,0.3,2022
4472,71.4335708618164,94.02494049072266,0.04,2022
4473,4.029952049255371,79.11274719238281,3.0,2022
4478,1.8279777765274048,2.533428192138672,15.0,2022
4479,3.439473867416382,1.8896374702453613,6.1,2022
4480,64.85403442382812,28.20535659790039,0.03,2022
4481,1.397168517112732,79.7293472290039,0.1,2022
4483,37.25208282470703,55.760189056396484,0.02,2022
4484,7.1974778175354,56.32051086425781,0.01,2022
4485,50.00430679321289,61.38440704345703,0.1,2022
4486,85.71409606933594,74.3022232055664,0.3,2022
4490,25.975379943847656,58.81005096435547,0.2,2022
4491,,,0.01,2022
4496,26.65390396118164,55.18424987792969,0.1,2022
4497,89.83586120605469,82.6739273071289,0.1,2022
4623,79.14004516601562,45.61105728149414,0.01,2022
4624,90.11547088623047,42.69230270385742,0.02,2022
4625,68.55391693115234,87.09768676757812,0.33,2022
4626,16.77156639099121,35.39661407470703,0.2,2022
4628,59.97635269165039,53.2484016418457,0.01,2022
4633,84.72406005859375,30.29732894897461,0.01,2022
4635,86.56852722167969,41.34893798828125,0.2,2022
4636,55.934722900390625,58.0805778503418,0.1,2022
4637,58.25175094604492,55.47337341308594,0.01,2022
4638,45.52617645263672,68.67510223388672,0.01,2022
4640,64.16565704345703,52.53876495361328,0.3,2022
4645,15.079943656921387,63.44011306762695,0.06,2022
4646,82.29093933105469,41.763221740722656,0.1,2022
4647,35.04667282104492,8.729379653930664,0.5,2022
4650,18.982990264892578,4.903321266174316,0.1,2022
4651,60.14714050292969,17.22686767578125,0.03,2022
4652,7.5157575607299805,9.098695755004883,4.0,2022
4653,85.31511688232422,40.80683898925781,0.01,2022
4657,9.873086929321289,11.07229995727539,0.01,2022
4658,68.7393569946289,47.326454162597656,0.7,2022
4659,19.834501266479492,50.92756271362305,0.1,2022
4662,7.3028130531311035,12.896202087402344,145.0,2022
4663,7.150710105895996,28.439529418945312,0.03,2022
4664,67.3280029296875,25.38892936706543,0.1,2022
4665,7.324694633483887,15.8131103515625,0.06,2022
4666,67.21218872070312,20.660926818847656,0.01,2022
