fold,test_year,prow,pcol,year,month,day,hour,sample_type,y_true_t1,y_prob_t1,y_true_t2,y_prob_t2,y_true_t3,y_prob_t3
2,2022,1041,1487,2022,3,6,18,neg_bg,0,0.03620216,0,0.03444261,0,0.03136105
2,2022,1132,1174,2022,4,19,1,neg_bg,0,0.032350414,0,0.03184696,0,0.029473756
2,2022,1110,1014,2022,6,2,12,neg_bg,0,0.02679787,0,0.026678897,0,0.022679836
2,2022,1555,1048,2022,6,12,20,neg_bg,0,0.009269533,0,0.010213084,0,0.009851377
2,2022,1084,1131,2022,6,17,9,neg_bg,0,0.015176557,0,0.017198006,0,0.016568165
2,2022,533,1301,2022,4,12,19,neg_bg,0,0.025567548,0,0.02528143,0,0.02447322
2,2022,1031,1039,2022,2,18,5,neg_bg,0,0.029428706,0,0.029139388,0,0.025971191
2,2022,873,1405,2022,3,26,15,neg_bg,0,0.022792423,0,0.022405462,0,0.021543011
2,2022,1025,1447,2022,6,16,16,neg_bg,0,0.008674863,0,0.009936321,0,0.009792477
2,2022,1015,1446,2022,6,5,16,neg_bg,0,0.018866107,0,0.020214165,0,0.018726613
2,2022,1127,1172,2022,6,26,23,neg_bg,0,0.005054444,0,0.006766539,0,0.0070006093
2,2022,841,1223,2022,2,27,22,neg_bg,0,0.025310641,0,0.02667383,0,0.025845243
2,2022,1062,1015,2022,5,26,16,neg_bg,0,0.010773336,0,0.011933691,0,0.012425382
2,2022,876,1224,2022,4,9,16,neg_bg,0,0.037405845,0,0.035886206,0,0.032724097
2,2022,1166,1272,2022,6,4,16,neg_bg,0,0.023833148,0,0.023633447,0,0.019833226
2,2022,966,1283,2022,4,5,11,hard_neg,0,0.046082016,0,0.043244403,0,0.038480338
2,2022,848,1075,2022,5,6,16,neg_bg,0,0.026853956,0,0.027268045,0,0.025627151
2,2022,831,1137,2022,6,11,10,neg_bg,0,0.0137594575,0,0.015532882,0,0.015518414
2,2022,781,1380,2022,3,14,6,neg_bg,0,0.022808114,0,0.025149776,0,0.025572835
2,2022,1209,1287,2022,5,31,15,neg_bg,0,0.014080596,0,0.015408231,0,0.015206463
2,2022,594,1223,2022,5,22,21,neg_bg,0,0.020271825,0,0.021282604,0,0.02011172
2,2022,996,1217,2022,6,22,5,neg_bg,0,0.00921754,0,0.010915035,0,0.011073252
2,2022,1001,1253,2022,6,24,18,neg_bg,0,0.009230784,0,0.011065093,0,0.010673109
2,2022,1025,1463,2022,2,11,9,neg_bg,0,0.046125647,0,0.04821227,0,0.043327566
2,2022,965,1249,2022,5,22,19,neg_bg,0,0.014732759,0,0.015460598,0,0.015566699
2,2022,1304,1064,2022,3,4,7,neg_bg,0,0.027672889,0,0.029653816,0,0.030003868
2,2022,1118,1301,2022,5,23,1,neg_bg,0,0.015490364,0,0.016354643,0,0.01582004
2,2022,580,1302,2022,5,8,9,neg_bg,0,0.024410635,0,0.025259232,0,0.024173554
2,2022,535,1360,2022,3,11,13,neg_bg,0,0.028663028,0,0.02791514,0,0.026486091
2,2022,1244,983,2022,4,30,17,neg_bg,0,0.016541762,0,0.016942602,0,0.015965743
2,2022,725,1023,2022,2,27,10,neg_bg,0,0.02644257,0,0.023882503,0,0.020463489
2,2022,1189,1295,2022,3,30,3,neg_bg,0,0.01299944,0,0.0150200585,0,0.015649142
2,2022,978,1115,2022,3,16,13,neg_bg,0,0.0272464,0,0.029381497,0,0.028876482
2,2022,1030,1411,2022,2,11,22,neg_bg,0,0.032637488,0,0.034499332,0,0.03157579
2,2022,777,1084,2022,4,10,10,neg_bg,0,0.044523038,0,0.041777078,0,0.036327846
2,2022,783,1103,2022,5,16,11,hard_neg,0,0.0344148,0,0.033618726,0,0.0291316
2,2022,526,1280,2022,6,12,20,neg_bg,0,0.008993721,0,0.010325755,0,0.010517825
2,2022,737,1242,2022,2,11,3,neg_bg,0,0.039578006,0,0.040718406,0,0.035565794
2,2022,597,1089,2022,4,21,18,neg_bg,0,0.04451941,0,0.037637148,0,0.032540586
2,2022,619,1339,2022,5,1,1,neg_bg,0,0.017959388,0,0.0183154,0,0.017476842
2,2022,1078,1020,2022,2,21,9,neg_bg,0,0.04919844,0,0.046337444,0,0.03878539
2,2022,1231,1044,2022,4,30,6,neg_bg,0,0.01487289,0,0.016655073,0,0.017240273
2,2022,705,1161,2022,4,4,21,neg_bg,0,0.031282824,0,0.028861318,0,0.02541957
2,2022,945,1021,2022,4,6,13,neg_bg,0,0.037105843,0,0.03577806,0,0.03432293
2,2022,988,1123,2022,3,4,9,neg_bg,0,0.025020372,0,0.026352966,0,0.026053067
2,2022,1137,974,2022,3,20,9,neg_bg,0,0.025340078,0,0.026904026,0,0.0273493
2,2022,1112,1346,2022,6,29,6,neg_bg,0,0.009892742,0,0.011081907,0,0.010119372
2,2022,1110,1194,2022,5,13,18,neg_bg,0,0.029763035,0,0.030238295,0,0.028191226
2,2022,760,1097,2022,5,27,15,neg_bg,0,0.020388186,0,0.01938432,0,0.016396549
2,2022,890,1076,2022,3,21,17,neg_bg,0,0.02578247,0,0.02675145,0,0.026175078
2,2022,707,1237,2022,3,24,23,neg_bg,0,0.034773942,0,0.03414149,0,0.03149023
2,2022,1123,977,2022,3,30,19,neg_bg,0,0.027310504,0,0.027019402,0,0.023867052
2,2022,695,1279,2022,3,29,16,neg_bg,0,0.026347926,0,0.02735646,0,0.026339872
2,2022,1116,989,2022,5,31,9,neg_bg,0,0.022099473,0,0.02236771,0,0.019655164
2,2022,717,1383,2022,4,29,12,neg_bg,0,0.023567183,0,0.024571763,0,0.023803812
2,2022,763,1458,2022,5,10,21,neg_bg,0,0.015969032,0,0.0168622,0,0.0167591
2,2022,1018,1430,2022,4,24,8,neg_bg,0,0.0235622,0,0.024193577,0,0.023869464
2,2022,1115,1297,2022,2,27,8,neg_bg,0,0.032805026,0,0.03325153,0,0.030719465
2,2022,1228,973,2022,4,3,6,neg_bg,0,0.024302028,0,0.02283089,0,0.020937994
2,2022,1102,1157,2022,4,6,15,neg_bg,0,0.026223216,0,0.026803827,0,0.026561651
2,2022,1219,1016,2022,5,18,23,neg_bg,0,0.018770993,0,0.01876853,0,0.017342463
2,2022,553,1243,2022,5,19,1,neg_bg,0,0.014474894,0,0.015264089,0,0.014982054
2,2022,917,1276,2022,4,25,13,neg_bg,0,0.038512807,0,0.037310615,0,0.033485383
2,2022,863,1228,2022,3,25,19,neg_bg,0,0.027061775,0,0.0260139,0,0.025264744
2,2022,1208,1124,2022,6,7,1,neg_bg,0,0.011766315,0,0.013185784,0,0.012647265
2,2022,596,1326,2022,4,16,7,neg_bg,0,0.022075,0,0.022999292,0,0.022449162
2,2022,1161,1127,2022,6,22,20,neg_bg,0,0.008941783,0,0.010393011,0,0.010273071
2,2022,828,1090,2022,4,29,4,neg_bg,0,0.022173587,0,0.02338322,0,0.022610731
2,2022,674,1083,2022,5,26,2,neg_bg,0,0.016401833,0,0.016817108,0,0.015389247
2,2022,745,1447,2022,5,31,23,neg_bg,0,0.01905365,0,0.019868653,0,0.018137204
2,2022,1198,1155,2022,2,10,10,neg_bg,0,0.030483201,0,0.03307859,0,0.031648103
2,2022,819,1370,2022,5,24,4,neg_bg,0,0.021211257,0,0.021202018,0,0.018740812
2,2022,1029,1334,2022,4,9,21,neg_bg,0,0.027832601,0,0.026191132,0,0.02373004
2,2022,702,1275,2022,6,22,2,neg_bg,0,0.009526615,0,0.010936543,0,0.0106430175
2,2022,647,1363,2022,2,22,8,neg_bg,0,0.030183416,0,0.03047928,0,0.02818333
2,2022,1097,1173,2022,4,29,21,neg_bg,0,0.015532648,0,0.016969657,0,0.017274376
2,2022,515,1257,2022,5,8,20,neg_bg,0,0.07739075,0,0.051918354,0,0.04665936
2,2022,1564,1027,2022,3,24,15,neg_bg,0,0.013544331,0,0.014804056,0,0.01585431
2,2022,1022,1433,2022,6,2,7,neg_bg,0,0.014995628,0,0.016367236,0,0.015791273
2,2022,1141,1115,2022,4,25,13,hard_neg,0,0.023545116,0,0.024512231,0,0.025053661
2,2022,706,1366,2022,6,20,22,neg_bg,0,0.010178686,0,0.011579507,0,0.011175554
2,2022,728,1376,2022,4,11,1,neg_bg,0,0.031821284,0,0.031325907,0,0.02912624
2,2022,1127,1434,2022,4,16,9,neg_bg,0,0.026185855,0,0.025541171,0,0.023826232
2,2022,758,1479,2022,2,23,8,neg_bg,0,0.03485721,0,0.035421655,0,0.032704897
2,2022,1104,1091,2022,2,28,20,neg_bg,0,0.030085035,0,0.030309925,0,0.027992968
2,2022,1086,1329,2022,5,3,22,neg_bg,0,0.015729718,0,0.016513906,0,0.016260648
2,2022,739,1457,2022,3,1,6,neg_bg,0,0.030359216,0,0.031111725,0,0.029781085
2,2022,1065,1357,2022,6,12,10,neg_bg,0,0.010920525,0,0.012428122,0,0.012427893
2,2022,742,1135,2022,5,16,3,neg_bg,0,0.023263797,0,0.022895114,0,0.020301763
2,2022,829,1003,2022,5,26,3,neg_bg,0,0.009634021,0,0.010500634,0,0.010946689
2,2022,971,1431,2022,2,13,1,neg_bg,0,0.027344493,0,0.028881397,0,0.026821204
2,2022,943,1188,2022,3,19,10,neg_bg,0,0.02583598,0,0.027220253,0,0.02716738
2,2022,544,1286,2022,6,8,21,neg_bg,0,0.008660915,0,0.0103347,0,0.010587009
2,2022,873,1270,2022,5,6,19,neg_bg,0,0.018965935,0,0.019170363,0,0.018671874
2,2022,1224,961,2022,4,10,9,neg_bg,0,0.029638946,0,0.027633402,0,0.024856409
2,2022,934,1240,2022,4,14,11,neg_bg,0,0.020426651,0,0.020459527,0,0.019434154
2,2022,1126,1318,2022,2,24,0,neg_bg,0,0.04632032,0,0.044736374,0,0.03764791
2,2022,781,1085,2022,6,19,2,neg_bg,0,0.014865123,0,0.01567997,0,0.013262294
2,2022,1095,1092,2022,3,2,9,neg_bg,0,0.027860336,0,0.027527563,0,0.025420692
2,2022,1183,992,2022,4,25,20,neg_bg,0,0.014237068,0,0.01455653,0,0.014864103
2,2022,685,1109,2022,4,5,14,hard_neg,0,0.0437889,0,0.04086175,0,0.03691649
2,2022,704,1068,2022,3,12,14,neg_bg,0,0.04075486,0,0.03859557,0,0.03485871
2,2022,1039,1067,2022,2,7,4,neg_bg,0,0.016970238,0,0.01832404,0,0.018326305
2,2022,1077,1374,2022,2,25,10,neg_bg,0,0.051044554,0,0.0506872,0,0.04519269
2,2022,922,1405,2022,5,5,18,neg_bg,0,0.01877164,0,0.0194771,0,0.019130975
2,2022,946,1415,2022,4,16,23,neg_bg,0,0.020884046,0,0.02109503,0,0.020583667
2,2022,1123,1116,2022,5,16,4,neg_bg,0,0.017048081,0,0.018086566,0,0.017725753
2,2022,770,1311,2022,3,8,8,neg_bg,0,0.051584695,0,0.050858583,0,0.04581181
2,2022,1172,1348,2022,3,30,3,neg_bg,0,0.016049217,0,0.018145794,0,0.018051201
2,2022,1217,1074,2022,4,17,18,neg_bg,0,0.022554701,0,0.022497851,0,0.021855252
2,2022,1068,1317,2022,6,30,12,neg_bg,0,0.009754041,0,0.011177519,0,0.010244681
2,2022,1079,1033,2022,4,11,19,neg_bg,0,0.032351617,0,0.030249398,0,0.02689562
2,2022,813,995,2022,3,6,13,neg_bg,0,0.029640974,0,0.02812581,0,0.025474338
2,2022,1134,1388,2022,5,9,2,neg_bg,0,0.02400306,0,0.023314465,0,0.020724317
2,2022,1091,1483,2022,5,18,15,neg_bg,0,0.016836261,0,0.01751535,0,0.017470358
2,2022,1160,1266,2022,5,13,18,neg_bg,0,0.019105634,0,0.020351117,0,0.020313472
2,2022,1302,1041,2022,5,4,20,neg_bg,0,0.021047916,0,0.020558571,0,0.019019758
2,2022,1137,991,2022,2,24,13,neg_bg,0,0.03816757,0,0.037874665,0,0.03368883
2,2022,1138,1043,2022,6,4,10,neg_bg,0,0.015357119,0,0.017246397,0,0.01726024
2,2022,953,1256,2022,3,20,12,neg_bg,0,0.028763099,0,0.030289505,0,0.030171435
2,2022,1216,1126,2022,3,30,15,neg_bg,0,0.018088847,0,0.02008878,0,0.020836122
2,2022,964,1352,2022,3,3,18,neg_bg,0,0.034678113,0,0.03424657,0,0.031948533
2,2022,1092,1002,2022,2,16,22,neg_bg,0,0.018643962,0,0.019585859,0,0.019404266
2,2022,714,1430,2022,4,24,22,neg_bg,0,0.029531376,0,0.028826514,0,0.026518045
2,2022,693,1478,2022,2,20,7,neg_bg,0,0.031720433,0,0.03290388,0,0.031066021
2,2022,894,1004,2022,2,25,1,neg_bg,0,0.038522467,0,0.036881626,0,0.031932984
2,2022,864,1072,2022,5,27,20,neg_bg,0,0.016461372,0,0.01660835,0,0.014931775
2,2022,1222,1179,2022,3,7,21,neg_bg,0,0.03875185,0,0.036506284,0,0.03154351
2,2022,941,1318,2022,3,19,22,neg_bg,0,0.027361004,0,0.027827404,0,0.026376402
2,2022,1260,923,2022,4,19,17,neg_bg,0,0.01846672,0,0.018747808,0,0.018717073
2,2022,946,1043,2022,6,10,4,neg_bg,0,0.012917803,0,0.014211566,0,0.013391519
2,2022,1189,986,2022,2,23,9,neg_bg,0,0.027229533,0,0.026930548,0,0.024596533
2,2022,786,1482,2022,5,1,8,neg_bg,0,0.011994935,0,0.013193667,0,0.014187563
2,2022,1152,1274,2022,3,5,18,neg_bg,0,0.024890017,0,0.024112957,0,0.02370587
2,2022,851,1121,2022,5,9,13,neg_bg,0,0.021847915,0,0.022756139,0,0.022367096
2,2022,801,1131,2022,4,13,6,neg_bg,0,0.03206627,0,0.031583685,0,0.029207021
2,2022,554,1378,2022,5,24,16,neg_bg,0,0.012471757,0,0.013694417,0,0.013904902
2,2022,1199,1302,2022,3,21,10,neg_bg,0,0.016414206,0,0.018056218,0,0.019046467
2,2022,753,1238,2022,3,16,11,neg_bg,0,0.034204498,0,0.035695173,0,0.03366078
2,2022,888,1462,2022,5,20,20,neg_bg,0,0.015032006,0,0.016282905,0,0.016240403
2,2022,1267,1000,2022,2,9,13,neg_bg,0,0.02548635,0,0.02842273,0,0.028969843
2,2022,955,1308,2022,3,21,6,neg_bg,0,0.020791113,0,0.022423519,0,0.022689382
2,2022,943,1231,2022,6,10,23,neg_bg,0,0.01129057,0,0.012795247,0,0.012549546
2,2022,694,1058,2022,3,24,16,neg_bg,0,0.03727573,0,0.035160113,0,0.031332724
2,2022,1045,1345,2022,6,10,8,neg_bg,0,0.012492123,0,0.014131545,0,0.0138428155
2,2022,970,1122,2022,5,16,11,neg_bg,0,0.018836765,0,0.020096192,0,0.020245584
2,2022,1073,1091,2022,5,11,4,neg_bg,0,0.018254349,0,0.019450735,0,0.019381983
2,2022,1120,1365,2022,2,14,20,neg_bg,0,0.031565294,0,0.032012574,0,0.02910739
2,2022,1036,1457,2022,3,11,18,neg_bg,0,0.031513713,0,0.031623848,0,0.029908385
2,2022,1249,1005,2022,4,20,12,neg_bg,0,0.038787454,0,0.03694758,0,0.033368964
2,2022,925,1474,2022,5,26,15,neg_bg,0,0.012523697,0,0.013781722,0,0.014052933
2,2022,1314,1047,2022,5,13,7,neg_bg,0,0.016513983,0,0.017585168,0,0.01784044
2,2022,1088,1016,2022,4,12,13,neg_bg,0,0.028512858,0,0.02774648,0,0.025999641
2,2022,1033,1315,2022,4,1,7,neg_bg,0,0.029045934,0,0.028783595,0,0.027347205
2,2022,1247,997,2022,6,25,5,neg_bg,0,0.008847175,0,0.010404465,0,0.009240741
2,2022,633,1423,2022,5,14,22,neg_bg,0,0.010071267,0,0.010857534,0,0.011648953
2,2022,1167,1018,2022,6,14,20,neg_bg,0,0.013464487,0,0.014274826,0,0.012965119
2,2022,784,1402,2022,2,23,19,neg_bg,0,0.04117074,0,0.04072308,0,0.036029756
2,2022,818,1347,2022,2,24,1,neg_bg,0,0.034896743,0,0.034844242,0,0.031459916
2,2022,641,985,2022,6,5,3,neg_bg,0,0.014145025,0,0.015009178,0,0.013979713
2,2022,1087,1317,2022,6,12,22,neg_bg,0,0.0098235365,0,0.011203569,0,0.011245128
2,2022,860,1503,2022,4,10,21,hard_neg,0,0.019876342,0,0.020063533,0,0.02035927
2,2022,1303,1105,2022,6,4,9,neg_bg,0,0.013395988,0,0.014685283,0,0.014337159
2,2022,1229,1388,2022,5,20,19,neg_bg,0,0.015323203,0,0.01657907,0,0.016781367
2,2022,1587,954,2022,3,2,9,neg_bg,0,0.017621972,0,0.018344486,0,0.018981032
2,2022,896,1511,2022,3,13,2,neg_bg,0,0.028656125,0,0.0291061,0,0.028168185
2,2022,1033,1198,2022,6,6,17,neg_bg,0,0.011634397,0,0.014041818,0,0.014395577
2,2022,740,1372,2022,3,18,8,neg_bg,0,0.03754109,0,0.03906108,0,0.03835877
2,2022,1228,998,2022,5,1,18,neg_bg,0,0.01844371,0,0.017869137,0,0.016265927
2,2022,1088,1090,2022,6,22,0,neg_bg,0,0.008275452,0,0.009647834,0,0.009687073
2,2022,784,1079,2022,6,8,2,neg_bg,0,0.011051462,0,0.012423814,0,0.012407064
2,2022,1170,1175,2022,5,27,22,neg_bg,0,0.011978824,0,0.013127423,0,0.013315314
2,2022,535,1085,2022,4,9,8,hard_neg,0,0.058119964,0,0.053790722,0,0.04634183
2,2022,783,1330,2022,5,11,1,neg_bg,0,0.017734887,0,0.018910494,0,0.018709837
2,2022,1194,1021,2022,4,30,20,neg_bg,0,0.011358094,0,0.012696322,0,0.013315928
2,2022,1193,1233,2022,6,19,11,neg_bg,0,0.015332271,0,0.016884103,0,0.015520564
2,2022,518,1226,2022,2,13,20,neg_bg,0,0.026370578,0,0.029319312,0,0.029693877
2,2022,1148,1381,2022,4,23,17,neg_bg,0,0.02792519,0,0.027043715,0,0.024453266
2,2022,816,1490,2022,4,16,6,neg_bg,0,0.018267369,0,0.019385532,0,0.019877486
2,2022,1323,987,2022,2,25,1,neg_bg,0,0.030036082,0,0.029469851,0,0.026568338
2,2022,950,1194,2022,6,15,3,neg_bg,0,0.0108558955,0,0.012611677,0,0.012573376
2,2022,698,1290,2022,3,13,3,neg_bg,0,0.02788617,0,0.027490795,0,0.026504103
2,2022,959,1505,2022,5,24,18,neg_bg,0,0.022288425,0,0.0209806,0,0.01827479
2,2022,1089,1520,2022,5,31,10,neg_bg,0,0.029869812,0,0.028469535,0,0.02449485
2,2022,707,1348,2022,5,19,20,neg_bg,0,0.013285384,0,0.014492768,0,0.014827781
2,2022,727,1114,2022,2,28,11,hard_neg,0,0.04956382,0,0.048978176,0,0.044274647
2,2022,1084,1356,2022,5,20,19,hard_neg,0,0.017900597,0,0.01885345,0,0.017947728
2,2022,1143,1250,2022,5,28,16,neg_bg,0,0.025379483,0,0.02576222,0,0.022715487
2,2022,741,1416,2022,3,19,3,neg_bg,0,0.027774246,0,0.02835135,0,0.0276582
2,2022,1002,1264,2022,5,29,6,neg_bg,0,0.016352732,0,0.017966589,0,0.017302673
2,2022,892,1168,2022,3,22,13,neg_bg,0,0.031412847,0,0.031189136,0,0.029763062
2,2022,833,1212,2022,3,13,7,neg_bg,0,0.030792564,0,0.031357568,0,0.029777687
2,2022,1052,1192,2022,6,8,2,neg_bg,0,0.008848388,0,0.010932687,0,0.0110004125
2,2022,1050,1459,2022,2,21,14,neg_bg,0,0.033273272,0,0.03361637,0,0.030706903
2,2022,1059,1140,2022,2,10,3,neg_bg,0,0.031966493,0,0.03446836,0,0.032147683
2,2022,1182,1146,2022,5,15,7,neg_bg,0,0.012664741,0,0.013651147,0,0.014056441
2,2022,866,1253,2022,6,26,0,neg_bg,0,0.006798047,0,0.008819296,0,0.008811938
2,2022,822,1370,2022,3,30,3,neg_bg,0,0.026949236,0,0.027864354,0,0.025784338
2,2022,1067,1165,2022,6,15,9,neg_bg,0,0.011345315,0,0.013080643,0,0.013313135
2,2022,1157,1005,2022,5,18,0,hard_neg,0,0.0144876335,0,0.015404094,0,0.015481654
2,2022,704,1239,2022,2,23,22,neg_bg,0,0.02810169,0,0.028893042,0,0.027287997
2,2022,891,1437,2022,5,25,13,neg_bg,0,0.01556643,0,0.017453218,0,0.01785596
2,2022,710,1216,2022,6,27,21,neg_bg,0,0.0056918412,0,0.0076810336,0,0.0074613816
2,2022,579,1144,2022,3,9,12,neg_bg,0,0.06510856,0,0.058636308,0,0.052062586
2,2022,972,1163,2022,3,9,9,neg_bg,0,0.051613398,0,0.051769163,0,0.04886255
2,2022,690,1148,2022,3,7,0,neg_bg,0,0.034413733,0,0.0342011,0,0.031529274
2,2022,1057,1238,2022,3,8,18,neg_bg,0,0.039834004,0,0.039493598,0,0.036659647
2,2022,810,1177,2022,5,12,22,neg_bg,0,0.03096991,0,0.029439837,0,0.024592623
2,2022,928,1038,2022,3,2,3,neg_bg,0,0.027471041,0,0.027676795,0,0.02603158
2,2022,1180,989,2022,2,11,13,neg_bg,0,0.039287575,0,0.039840564,0,0.03563129
2,2022,676,1114,2022,5,18,8,neg_bg,0,0.021568436,0,0.022735773,0,0.022021063
2,2022,1188,1196,2022,2,8,9,neg_bg,0,0.016859498,0,0.019560294,0,0.02074169
2,2022,839,1384,2022,5,11,16,neg_bg,0,0.026510844,0,0.026369734,0,0.023873318
2,2022,654,1438,2022,2,26,0,neg_bg,0,0.030949961,0,0.031015716,0,0.029275391
2,2022,980,1209,2022,2,5,4,neg_bg,0,0.01814122,0,0.020445555,0,0.020608561
2,2022,605,1194,2022,5,22,13,neg_bg,0,0.02113134,0,0.022674223,0,0.02262368
2,2022,1008,1426,2022,6,18,16,neg_bg,0,0.010854371,0,0.012573181,0,0.012283661
2,2022,739,917,2022,4,16,12,neg_bg,0,0.02498852,0,0.024979392,0,0.023947313
2,2022,758,1368,2022,5,28,8,neg_bg,0,0.015284198,0,0.01714192,0,0.01741748
2,2022,565,1271,2022,6,7,4,neg_bg,0,0.009806932,0,0.011396362,0,0.011566706
2,2022,1245,1078,2022,3,30,0,neg_bg,0,0.015653698,0,0.017397514,0,0.017854072
2,2022,990,1233,2022,2,20,3,neg_bg,0,0.03570816,0,0.034665164,0,0.030019429
2,2022,759,1373,2022,5,19,20,neg_bg,0,0.0133893015,0,0.014487115,0,0.014744427
2,2022,1093,1387,2022,4,29,22,neg_bg,0,0.014330683,0,0.015969548,0,0.01589902
2,2022,602,1345,2022,5,12,10,neg_bg,0,0.029178608,0,0.030638454,0,0.028946338
2,2022,926,1372,2022,4,29,22,neg_bg,0,0.015967399,0,0.016967183,0,0.016923964
2,2022,1024,1372,2022,5,24,18,neg_bg,0,0.017018175,0,0.017943803,0,0.016933938
2,2022,795,1058,2022,5,9,19,neg_bg,0,0.023170259,0,0.021574415,0,0.019552723
2,2022,657,1082,2022,6,1,18,hard_neg,0,0.012083343,0,0.013195474,0,0.013157219
2,2022,687,1084,2022,3,8,20,hard_neg,0,0.031963054,0,0.03216474,0,0.030309947
2,2022,622,1247,2022,3,9,22,neg_bg,0,0.031007113,0,0.031897962,0,0.030868277
2,2022,794,956,2022,5,6,0,neg_bg,0,0.02173448,0,0.021136343,0,0.019360099
2,2022,949,1085,2022,5,31,12,neg_bg,0,0.026859209,0,0.026514594,0,0.022897728
2,2022,972,1177,2022,4,4,8,neg_bg,0,0.04152316,0,0.04134388,0,0.038686886
2,2022,953,1256,2022,4,27,13,neg_bg,0,0.015053894,0,0.016481388,0,0.016558558
2,2022,787,1111,2022,3,25,1,neg_bg,0,0.034686487,0,0.032370303,0,0.028518287
2,2022,854,1413,2022,5,10,16,neg_bg,0,0.017752223,0,0.01777526,0,0.016826272
2,2022,1066,1327,2022,5,4,16,neg_bg,0,0.022496138,0,0.022445023,0,0.021016376
2,2022,1075,1052,2022,5,17,13,neg_bg,0,0.03439295,0,0.03195112,0,0.026672313
2,2022,518,1237,2022,4,12,0,neg_bg,0,0.02813969,0,0.028168451,0,0.02661686
2,2022,630,1444,2022,3,17,22,neg_bg,0,0.026693055,0,0.027776571,0,0.027421676
2,2022,574,1311,2022,5,11,18,neg_bg,0,0.016840177,0,0.017873498,0,0.01781056
2,2022,615,1151,2022,6,10,16,neg_bg,0,0.010831611,0,0.012449483,0,0.012483737
2,2022,951,1259,2022,4,27,6,neg_bg,0,0.011547183,0,0.012784728,0,0.013514826
2,2022,1294,1027,2022,2,2,19,neg_bg,0,0.015931476,0,0.017818203,0,0.018132899
2,2022,719,1176,2022,2,19,1,neg_bg,0,0.048200216,0,0.047113605,0,0.039482836
2,2022,966,1338,2022,4,28,8,neg_bg,0,0.020334238,0,0.022241117,0,0.022812234
2,2022,966,1435,2022,2,6,8,neg_bg,0,0.016708259,0,0.018612323,0,0.01914604
2,2022,952,1451,2022,3,14,23,neg_bg,0,0.02397544,0,0.024979554,0,0.02459658
2,2022,855,1292,2022,4,21,4,neg_bg,0,0.036564756,0,0.03352915,0,0.028457172
2,2022,952,1367,2022,4,25,6,neg_bg,0,0.019568043,0,0.020492766,0,0.020700963
2,2022,1285,991,2022,2,5,15,neg_bg,0,0.022123903,0,0.024446199,0,0.023755087
2,2022,818,1045,2022,5,7,5,neg_bg,0,0.02774396,0,0.027156536,0,0.0245274
2,2022,932,1190,2022,3,1,17,neg_bg,0,0.0417249,0,0.042674154,0,0.040109247
2,2022,1173,1193,2022,3,13,23,neg_bg,0,0.02836186,0,0.029055674,0,0.028095426
2,2022,1275,971,2022,3,5,5,neg_bg,0,0.02370559,0,0.023070116,0,0.021324733
2,2022,907,1186,2022,6,8,20,neg_bg,0,0.01005563,0,0.0115942145,0,0.011547907
2,2022,1119,1101,2022,4,10,20,neg_bg,0,0.023225682,0,0.023065813,0,0.02271128
2,2022,841,1227,2022,4,25,12,neg_bg,0,0.026648238,0,0.027409194,0,0.027060626
2,2022,1190,1266,2022,3,8,23,neg_bg,0,0.037872866,0,0.03648691,0,0.0330472
2,2022,551,1357,2022,5,9,3,neg_bg,0,0.02046986,0,0.02172594,0,0.02141943
2,2022,1145,1344,2022,2,14,2,neg_bg,0,0.031080032,0,0.03205368,0,0.028948998
2,2022,1099,1247,2022,3,29,21,neg_bg,0,0.01989236,0,0.021466868,0,0.021038176
2,2022,1033,1231,2022,5,23,17,neg_bg,0,0.020107483,0,0.020656815,0,0.01954436
2,2022,1212,1310,2022,4,2,10,neg_bg,0,0.026301282,0,0.026509153,0,0.026440881
2,2022,1058,1504,2022,5,16,5,neg_bg,0,0.024625013,0,0.023931254,0,0.02092533
2,2022,960,1034,2022,3,30,14,neg_bg,0,0.031077316,0,0.030427255,0,0.027190913
2,2022,1316,1004,2022,4,25,17,neg_bg,0,0.015019056,0,0.0156719,0,0.016195439
2,2022,1568,965,2022,5,10,3,neg_bg,0,0.01382916,0,0.014604693,0,0.014905706
2,2022,1140,1026,2022,4,18,13,neg_bg,0,0.026393868,0,0.026664063,0,0.025854997
2,2022,622,1158,2022,4,4,9,neg_bg,0,0.043949183,0,0.043116607,0,0.040149078
2,2022,1380,1004,2022,6,17,0,neg_bg,0,0.015346042,0,0.016571887,0,0.015308158
2,2022,935,1220,2022,2,27,22,neg_bg,0,0.027807299,0,0.028017264,0,0.026621902
2,2022,1144,1091,2022,4,13,12,neg_bg,0,0.02523204,0,0.025840338,0,0.025968468
2,2022,706,1073,2022,4,13,0,neg_bg,0,0.027465181,0,0.025392111,0,0.022587713
2,2022,966,1186,2022,2,22,19,neg_bg,0,0.03997406,0,0.03989176,0,0.03497456
2,2022,1156,1028,2022,4,21,9,neg_bg,0,0.0339143,0,0.034409817,0,0.033088855
2,2022,1145,1244,2022,3,6,13,hard_neg,0,0.045066666,0,0.04345012,0,0.03993004
2,2022,1117,1127,2022,5,19,7,neg_bg,0,0.021029806,0,0.022079952,0,0.02113319
2,2022,527,1211,2022,6,16,20,neg_bg,0,0.0127565395,0,0.01466103,0,0.014343926
2,2022,817,957,2022,6,19,15,neg_bg,0,0.015770892,0,0.016571365,0,0.014331682
