T,top1pct_인구,top5pct_인구,top1pct_주간인구,top5pct_주간인구,top1pct_고령,top5pct_고령,top5pct_노후주택,wui_top5pct_격자,top10_인구,top10_주간인구,top10_고령,top10_평균위험상위%,max_prob,mean_prob,발화건수,발화_위험상위%
2023-02-13 06:00:00,381887.0292176753,4610927.670799285,296207.9699154535,3623039.0317477207,78568.30078896729,871629.4679282007,397320.6951054006,3172,33625.360030412674,28581.111110257483,5982.05702146528,0.869,0.06896919757127762,0.005365641787648201,0,
2023-02-13 07:00:00,800436.870926559,5551875.864769265,663373.399700952,4624171.7501831995,152221.53827588444,1028817.6945089309,458349.8036878171,3239,28043.99454393983,45537.257032924346,5030.6134217136205,0.762,0.07477527111768723,0.005619533360004425,0,
2023-02-13 08:00:00,729570.9115493894,6286183.922824204,665307.1287114522,5163860.496419072,139013.33310733206,1143282.8638047879,497988.663121348,3364,29481.425873726606,43060.11822694948,4882.90076668977,0.9,0.08426600694656372,0.005872299894690514,0,
2023-02-13 09:00:00,763974.4595818073,7633884.625571556,714060.1567564625,6306795.221539468,137452.0000783639,1357179.4150061153,576395.5223238295,3350,30104.578683912754,50553.68474319912,5203.323784562248,1.003,0.08869142085313797,0.006215514615178108,0,
2023-02-13 10:00:00,3762119.5448455215,12499841.534041129,3309836.3134580003,10360058.465514848,636422.7892361437,2097238.413725325,881711.4777801454,4311,36092.46826851368,58107.593706881235,6268.892859331357,0.351,0.19619853794574738,0.006990563590079546,0,
2023-02-13 11:00:00,6532942.444077015,15474098.240516946,5418298.745567333,12540658.66314615,1100285.1062752951,2569797.608536035,1089732.1897369062,4974,36798.15467810631,66072.39647954184,6401.549292824597,0.176,0.22680313885211945,0.009125488810241222,0,
2023-02-13 12:00:00,7133134.885194495,16489826.594480611,5721638.275275711,13245247.580125568,1233512.8343257874,2752904.1824418446,1164707.190935216,5059,39475.527880460024,58395.53581004707,7337.470681015167,0.186,0.24190732836723328,0.011443865485489368,0,
2023-02-13 13:00:00,6819853.855154365,16649040.550050206,5424967.870911559,13402244.671522234,1220148.9371264935,2858608.6138199875,1237782.8040589304,4929,39939.95167195797,59897.109635173874,7383.88389576611,0.159,0.23993051052093506,0.012229426763951778,0,
2023-02-13 14:00:00,6053431.785821125,16784218.308404103,4788224.344152037,13320237.619121559,1093445.4739441364,2874574.9884966323,1238708.34652742,4792,39996.56037965417,57791.94420084098,8166.588503760046,0.134,0.243196502327919,0.011273270472884178,0,
2023-02-13 15:00:00,2781609.586886987,11384522.374016702,2072345.164479569,8830936.577711739,522639.4001299105,1975672.8512627138,820748.9273756418,3967,37999.352487802505,54773.14566247507,8109.375774767591,0.263,0.22380030155181885,0.010196933522820473,0,
2023-02-13 16:00:00,770026.13898395,7733696.2520086095,650635.3260754582,6302090.006590765,141208.1369769253,1385606.1558189546,618836.1349834474,3151,24446.376824319363,44188.869597362725,3814.9926225845716,0.282,0.20742182433605194,0.009312672540545464,0,
2023-02-13 17:00:00,1128942.501758054,10416111.568716355,966683.4991357875,8526931.003368545,191236.27166767966,1869497.9019528748,834308.4559807406,2970,36572.711962759495,48461.28210134633,6014.498696847714,0.295,0.19154538214206696,0.007948219776153564,0,
2023-02-13 18:00:00,2849628.2490113974,13411056.470608078,2595569.8043938433,10882065.041701756,517568.7748492279,2368279.450062606,1054547.91640018,3333,33059.33990842104,53853.46555374025,5165.651861512053,0.279,0.18571703135967255,0.0063506681472063065,0,
