fire_id,datetime,damagearea,firecause,address_raw,matched_address,recover_level,x_5179,y_5179
4486,2022-02-21 12:36:00,0.3,담뱃불실화,전남 함평 나산 구산 산43,전라남도 함평군 나산면 구산리,ri,914841.884746688,1679488.50747518
4492,2022-02-20 07:06:00,0.07,입산자실화,경남 거제 하청 연구 산76,경상남도 거제시 하청면 연구리,ri,1103075.47821605,1666286.20714731
4495,2022-02-19 18:19:00,0.03,건축물화재비화,충남 태안 소원 파도 산34-1,충청남도 태안군 소원면 파도리,ri,878419.727567605,1860046.27016977
4632,2022-06-05 06:47:00,0.1,입산자실화,경기 남양주 조안 시우 산38,경기도 남양주시 조안면 시우리,ri,981184.967916171,1954527.54663849
4638,2022-06-03 12:50:00,0.01,기타,대전 서 괴곡 산74,대전광역시 서구 괴곡동,dong,986593.859545704,1809516.03140807
4642,2022-06-02 07:36:00,0.2,기타,강원 정선 남 무릉 산475,강원특별자치도 정선군 남면 무릉리,ri,1113655.70817803,1917481.10834751
4643,2022-06-02 03:43:00,0.04,담뱃불실화,경기 양주 백석 기산 산139-1,경기도 양주시 백석읍 기산리,ri,951947.410998559,1974815.59527406
4645,2022-06-01 17:07:00,0.06,입산자실화,경북 청송 진보 고현 산1-1,경상북도 청송군 진보면 고현리,ri,1142880.87049632,1835936.34881261
4649,2022-05-31 19:20:00,0.1,기타,전북 고창 고수 은사 962,전북특별자치도 고창군 고수면 은사리,ri,928770.736650622,1709788.91637703
4655,2022-05-29 22:25:00,0.2,기타,경남 거제 하청 덕곡 산17-1,경상남도 거제시 하청면 덕곡리,ri,1102023.8777398,1662821.83513855
4657,2022-05-29 15:16:00,0.01,입산자실화,경남 산청 오부 왕촌 산20,경상남도 산청군 오부면 왕촌리,ri,1035499.84747748,1725237.19578349
4663,2022-05-27 17:40:00,0.03,건축물화재비화,경북 포항 북 청하 신흥 산71,경상북도 포항시 북구 청하면 신흥리,ri,1168736.63631157,1797322.61996622
4677,2022-05-25 15:00:00,0.21,기타,강원 인제 기린 서사 산39,강원특별자치도 인제군 기린면 서사동,dong,1074175.01485148,1996095.723
4678,2022-05-25 12:09:00,0.01,입산자실화,울산 남 선암 산159-1,울산광역시 남구 선암동,dong,1168554.21456323,1722753.6017
4681,2022-05-24 00:16:00,0.06,입산자실화,경북 포항 북 홍해 대련 산138-1,경상북도 포항시 북구,sgg,1152503.80258468,1798939.5183
4682,2022-05-23 18:28:00,0.01,기타,경남 함양 유림 손곡 산24-4,경상남도 함양군 유림면 손곡리,ri,1025066.15347368,1717681.56157665
4690,2022-05-21 19:59:00,0.3,입산자실화,전북 순창 동계 어치 산101-1,전북특별자치도 순창군 동계면 어치리,ri,973135.662622493,1719989.97848324
4693,2022-05-21 16:55:00,0.16,농산부산물소각,경북 경산 남산 우검 산67-2,경상북도 경산시 남산면 우검리,ri,1120768.84684644,1754344.4021019
4701,2022-05-20 09:20:00,0.1,입산자실화,경북 포항 북 송라 지경 산4,경상북도 포항시 북구 송라면 지경리,ri,1168166.3736179,1808693.00851914
4703,2022-05-19 14:20:00,0.01,건축물화재비화,울산 북 염포 산96,울산광역시 북구 염포동,dong,1172066.07166336,1728506.87315
4708,2022-05-18 14:00:00,0.6,입산자실화,충남 당진 고대 당진포 794-4,충청남도 당진시 고대면 당진포리,ri,915223.950082936,1884934.7092372
4709,2022-05-18 13:20:00,0.9,기타,충남 공주 우성 동대 산44-4,충청남도 공주시 우성면 동대리,ri,960093.762573591,1831429.77429584
4723,2022-05-16 06:10:00,0.2,입산자실화,전북 고창 해리 방축 산49,전북특별자치도 고창군 해리면 방축리,ri,909236.807601003,1721516.88754529
4745,2022-05-07 11:51:00,0.05,입산자실화,경북 포항 홍해 덕장 산17,경상북도 포항시 남구,sgg,1174112.83270431,1775850.579
4749,2022-05-05 12:58:00,0.05,입산자실화,충북 괴산 사리 이곡 산69-2,충청북도 괴산군 사리면 이곡리,ri,1019483.61562692,1867025.18235734
4752,2022-05-04 14:19:00,0.1,입산자실화,전남 장흥 부산 호계 산4,전라남도 장흥군 부산면 호계리,ri,947922.431882669,1636721.62611919
4762,2022-05-01 13:11:00,0.3,쓰레기소각,경기 파주 적성 구읍 산1-16,경기도 파주시 적성면 구읍리,ri,949527.523633513,1996175.08167486
4765,2022-04-26 13:22:00,0.16,기타,경기 포천 이동 노곡 산108-2,경기도 포천시 이동면 노곡리,ri,985413.825383751,2002423.01404403
4766,2022-04-25 16:57:00,0.05,기타,강원 영월 북 마차 산1-1,강원특별자치도 영월군 북면 마차리,ri,1085425.0847426,1918645.47287117
4767,2022-04-25 15:28:00,0.01,입산자실화,대구 남 대명 산288-2,대구광역시 남구 대명동,dong,1096805.08894892,1760475.26494958
4770,2022-04-25 14:45:00,0.06,입산자실화,전북 진안 상전 주평 산239,전북특별자치도 진안군 상전면 주평리,ri,998960.669560124,1757137.1614327
4775,2022-04-24 14:59:00,0.2,입산자실화,충북 청주 상당 미원 계원 산25-1,충청북도 청주시 상당구 미원면 계원리,ri,1022842.11891266,1845202.57590678
4777,2022-04-24 14:19:00,0.01,입산자실화,경북 포항 남 대이 산114,경상북도 포항시 남구,sgg,1174112.83270431,1775850.579
4779,2022-04-24 12:08:00,0.02,기타,충남 당진 정미 덕삼 산30-7,충청남도 당진시 정미면 덕삼리,ri,913768.491820757,1871074.63036281
4782,2022-04-23 14:19:00,0.05,입산자실화,경북 봉화 재산 현동 산128,경상북도 봉화군 재산면 현동리,ri,1130748.80942751,1868058.49260761
4787,2022-04-22 21:53:00,0.6,기타,강원 춘천 서 방동 산110-2,강원특별자치도 춘천시 서면 방동리,ri,1013662.05339329,1989281.29930301
4790,2022-04-22 13:03:00,3.0,입산자실화,경북 영주 이산 지동 산192-1,경상북도 영주시 이산면 지동리,ri,1108797.10624067,1872949.28958226
4803,2022-04-20 14:35:00,0.1,담뱃불실화,경남 창녕 고암 감 978-3,경상남도 창녕군 고암면 감리,ri,1097027.02290939,1729839.92036986
4804,2022-04-20 14:28:00,0.01,기타,경기 남양주 조안 심봉 산19-19,경기도 남양주시 조안면 심봉동,dong,981902.196866957,1951143.13855
4806,2022-04-20 13:00:00,9.7,기타,강원 영월 북 마차 산5-1,강원특별자치도 영월군 북면 마차리,ri,1085425.0847426,1918645.47287117
4813,2022-04-19 13:45:00,0.25,입산자실화,대구 북 읍내 산8,대구광역시 북구 읍내동,dong,1094587.90971601,1773791.6094
4815,2022-04-19 11:31:00,0.01,입산자실화,경남 산청 신동 장천 산218,경상남도 산청군,sgg,1037021.88192632,1711364.3547
4818,2022-04-18 17:16:00,0.03,입산자실화,인천 서 검안 산72-12,인천광역시 서구,sgg,925529.223032439,1951019.744
4819,2022-04-18 16:26:00,0.01,입산자실화,울산 북 어물 산418,울산광역시 북구 어물동,dong,1174570.56710852,1732815.62956343
4822,2022-04-18 11:56:00,0.2,입산자실화,경북 포항 남 호미곶 대보 산13-1,경상북도 포항시 남구 호미곶면 대보리,ri,1185706.66211489,1786822.25333
4823,2022-04-18 11:41:00,0.46,기타,경기 가평 상 임초 산95-1,경기도 가평군 상면 임초리,ri,988856.136344051,1972702.43679092
4827,2022-04-17 12:31:00,0.2,기타,강원 인제 남 님전 산204,강원특별자치도 인제군 남면 님전동,dong,1053108.93559049,1999950.1991
4829,2022-04-17 09:32:00,0.1,농산부산물소각,경북 군위 부계 신화 산95,대구광역시 군위군 부계면 신화리,ri,1103253.59731294,1790136.0775797
4830,2022-04-16 16:20:00,0.6,입산자실화,전남 보성 검백 온덕 산92,전라남도 보성군,sgg,969510.211056741,1646364.3729
4831,2022-04-16 15:41:00,0.01,기타,대구 북 구암 산64,대구광역시 북구 구암동,dong,1096701.48429615,1771128.90365
4836,2022-04-15 10:00:00,0.3,입산자실화,전남 영암 미왕 두억 산25,전라남도 영암군,sgg,923493.888564113,1645637.0369
4841,2022-04-12 16:08:00,0.21,입산자실화,충남 공주 우성 방문 산37,충청남도 공주시 우성면 방문리,ri,961394.62436846,1832157.68714228
4842,2022-04-12 15:14:00,0.3,기타,강원 홍천 서 길곡 산43,강원특별자치도 홍천군 서면 길곡리,ri,1006523.39664942,1961543.2373168
4850,2022-04-11 11:21:00,3.5,기타,강원 정선 남 문곡 산91-1,강원특별자치도 정선군 남면 문곡리,ri,1109736.77019454,1916995.20461814
4851,2022-04-11 09:09:00,0.01,입산자실화,대구 달성 유가 양 산3-1,대구광역시 달성군 유가읍 양리,ri,1090730.10428532,1746529.20146263
4858,2022-04-10 14:46:00,2.5,입산자실화,경북 경주 양북 입천 산104-19,경상북도 경주시,sgg,1154276.90127576,1763908.0154
4859,2022-04-10 14:02:00,0.01,건축물화재비화,경남 거창 주상 성기 산25,경상남도 거창군 주상면 성기리,ri,1038033.72552834,1752460.75955183
4863,2022-04-10 13:10:00,347.0,입산자실화,경북 군위 삼국유사 화북 산4,대구광역시 군위군 삼국유사면 화북리,ri,1114966.32068791,1792506.46687644
4865,2022-04-10 13:05:00,0.06,기타,경기 파주 법원 직천 산74,경기도 파주시 법원읍 직천리,ri,949217.563635426,1988076.76713628
4867,2022-04-10 12:47:00,0.2,기타,강원 고성 토성 원암 산112,강원특별자치도 고성군 토성면 원암리,ri,1085360.65125544,2023216.54418439
4868,2022-04-10 12:41:00,3.0,기타,강원 인제 북 월학 산328,강원특별자치도 인제군 북면 월학리,ri,1060450.17816337,2018195.36337608
4872,2022-04-10 07:52:00,0.3,기타,경남 산청 신동 장천 산89,경상남도 산청군,sgg,1037021.88192632,1711364.3547
4873,2022-04-10 02:35:00,0.01,입산자실화,대구 북 침산 산16-26,대구광역시 북구 침산동,dong,1097938.99453609,1766883.75877239
4874,2022-04-09 17:50:00,0.45,기타,경기 가평 청펑 대성 산42-8,경기도 가평군,sgg,991872.002190388,1979061.68165
4876,2022-04-09 15:50:00,0.5,입산자실화,충남 계룡 두마 농소 산18-1,충청남도 계룡시 두마면 농소리,ri,977508.251057938,1806527.08393534
4877,2022-04-09 15:05:00,0.1,쓰레기소각,충남 서천 마산 나궁 산31,충청남도 서천군 마산면 나궁리,ri,934752.257471011,1797660.25354114
4881,2022-04-09 13:17:00,4.0,농산부산물소각,충남 청양 목 대평 산46-1,충청남도 청양군 목면 대평리,ri,954449.70713836,1823485.40436551
4888,2022-04-09 10:53:00,1.0,기타,경기 포천 관인 초과 산71,경기도 포천시 관인면 초과리,ri,976943.776314939,2015960.13734616
4889,2022-04-09 10:45:00,0.12,입산자실화,전남 장흥 부산 호계 산20,전라남도 장흥군 부산면 호계리,ri,947922.431882669,1636721.62611919
4901,2022-04-07 14:30:00,0.4,입산자실화,전북 진안 성수 좌산 산5,전북특별자치도 진안군 성수면 좌산리,ri,983820.58197824,1743827.04341644
4903,2022-04-07 11:03:00,0.2,기타,경기 연천 마산 광동 산50-1,경기도 연천군,sgg,958046.601203344,2011769.2041
4908,2022-04-06 13:34:00,0.1,기타,경북 청송 진보 월전 산42,경상북도 청송군 진보면 월전리,ri,1140976.35692439,1837984.45897981
4917,2022-04-04 17:02:00,0.1,쓰레기소각,경기 파주 적성 어유지 산70-8,경기도 파주시 적성면 어유지리,ri,954595.49223095,1999857.58723004
5020,2023-03-29 13:22:00,0.5,입산자실화,경남 거제 하청 대곡 산8-6,경상남도 거제시 하청면 대곡리,ri,1103769.51146537,1668489.99773682
5024,2024-03-14 11:53:00,0.04,농산부산물소각,충남 천안 동남 수신 해정 산43-7,충청남도 천안시 동남구 수신면 해정리,ri,979490.97764486,1857758.28156441
5025,2024-03-14 11:23:00,0.03,농산부산물소각,충남 천안 동남 수신 신풍 158-3,충청남도 천안시 동남구 수신면 신풍리,ri,979577.219162292,1860044.98365178
5031,2024-02-17 17:03:00,0.01,입산자실화,경북 의성 다인 봉정 산11,경상북도 의성군 다인면 봉정리,ri,1079449.40154754,1832497.1092125
5033,2024-02-13 14:18:00,0.03,쓰레기소각,충북 청주 상당 남일 고은 산110,충청북도 청주시 상당구 남일면 고은리,ri,1001624.50262349,1840788.73598615
5037,2024-02-01 10:33:00,0.01,기타,충남 보령 청소 성연 350-1,충청남도 보령시 청소면 성연리,ri,922537.174707487,1828086.49910118
5038,2024-03-28 10:30:00,0.01,기타,강원 인제 북 월학 산175,강원특별자치도 인제군 북면 월학리,ri,1060450.17816337,2018195.36337608
5041,2024-04-19 13:49:00,0.2,기타,강원 영월 무릉도원 운학 산105-2,강원특별자치도 영월군 무릉도원면 운학리,ri,1061918.42866085,1928775.93428767
5042,2024-03-29 13:09:00,0.27,기타,경북 울진 북 두천 산92-1,경상북도 울진군 북면 두천리,ri,1158394.32754886,1892748.26650669
5049,2024-04-08 15:02:00,0.1,입산자실화,경남 진해 진례 고모 산32-5,,,,
5052,2024-04-07 15:02:00,0.05,기타,경기 가평 북 백둔 산15-32,경기도 가평군 북면 백둔리,ri,995757.571650475,1989674.22674577
5054,2024-04-07 14:17:00,0.08,기타,인천 서 공촌 산1-6,인천광역시 서구 공촌동,dong,929051.336560949,1950505.41930136
5055,2024-04-07 14:16:00,0.03,기타,강원 양양 강현 정암 141-2외1,강원특별자치도 양양군 강현면 정암리,ri,1097121.99826232,2016287.02820274
5067,2023-03-31 20:00:00,0.05,기타,경기 연천 왕징 무등 산97-7,경기도 연천군 왕징면 무등리,ri,956512.3120733,2007400.19949713
5068,2023-03-31 16:47:00,0.01,입산자실화,경기 광주 남한산성 하번천 산70-3,경기도 광주시 남한산성면 하번천리,ri,980998.095441059,1937844.8121457
5087,2023-03-06 13:56:00,0.5,기타,전남 장성 진원 산동 444-1,전라남도 장성군 진원면 산동리,ri,940295.199660103,1695086.44844731
5088,2023-03-06 13:08:00,0.15,쓰레기소각,강원 횡성 서원 석화 산129,강원특별자치도 횡성군 서원면 석화리,ri,1027873.8055001,1942287.56957444
5093,2023-03-06 09:56:00,0.02,입산자실화,경남 합천 가야 치인 산10,경상남도 합천군 가야면 치인리,ri,1052735.15679481,1756270.38460323
5098,2023-03-05 14:13:00,0.3,쓰레기소각,전남 완도 신지 월양 산232-1,전라남도 완도군 신지면 월양리,ri,940476.406648614,1591397.05223828
5100,2023-03-05 12:46:00,0.05,입산자실화,경남 창녕 대합 주매 산32,경상남도 창녕군 대합면 주매리,ri,1083826.37659719,1730251.11194749
5107,2023-02-26 14:41:00,0.6,농산부산물소각,인천 강화 송해 양오 산132,인천광역시 강화군 송해면 양오리,ri,906926.60505635,1977508.43780817
5109,2023-02-26 14:20:00,0.5,농산부산물소각,전북 임실 강진 갈담 산69,전북특별자치도 임실군 강진면 갈담리,ri,969439.820111962,1726685.27433087
5111,2023-02-26 14:05:00,0.1,쓰레기소각,경기 안성 금광 현곡 산76-5,경기도 안성시 금광면 현곡리,ri,986672.511308423,1885629.72415218
5113,2023-02-26 13:33:00,0.03,농산부산물소각,전남 순천 서 동산 산86-19,전라남도 순천시 서면 동산리,ri,997491.441745645,1667365.72420163
5114,2023-02-26 13:27:00,0.1,입산자실화,충북 단양 대강 황정 산35,충청북도 단양군 대강면 황정리,ri,1075631.15054107,1874804.1341863
5116,2023-02-26 13:00:00,0.5,쓰레기소각,전남 화순 이양 구례 산60-2,전라남도 화순군 이양면 구례리,ri,958741.234140196,1651206.99125783
5117,2023-02-26 12:50:00,0.2,기타,전북 임실 삼계 삼계 346,전북특별자치도 임실군 삼계면 삼계리,ri,979296.766720291,1723834.55303188
5122,2023-03-13 09:33:00,0.03,기타,전남 화순 이양 장치 산42,전라남도 화순군 이양면 장치리,ri,959197.164888108,1658435.52404335
5124,2023-03-02 21:48:00,0.1,입산자실화,경남 하동 양보 지례 산19-47,경상남도 하동군 양보면 지례리,ri,1033632.65207242,1672370.28382545
5127,2023-03-02 15:20:00,0.2,입산자실화,전북 임실 성수 태평 산226,전북특별자치도 임실군 성수면 태평리,ri,987728.273425875,1739037.33090387
5132,2023-03-02 11:46:00,0.5,기타,전남 담양 용 월계 산1-2,전라남도 담양군 용면 월계리,ri,954000.162254462,1711941.20388983
5140,2023-02-28 16:56:00,0.24,농산부산물소각,경북 문경 신북 호암 산129,경상북도 문경시,sgg,1056546.7732436,1855147.20955
5148,2023-02-28 14:07:00,9.1,쓰레기소각,경북 성주 금수 영천 466,경상북도 성주군 금수강산면 영천리,ri,1052405.13096662,1767984.64008432
5152,2023-03-11 15:51:00,4.0,쓰레기소각,광주 북 동림 산93,광주광역시 북구 동림동,dong,941957.199150507,1687680.5265
5153,2023-03-11 15:35:00,0.02,기타,경기 파주 조리 능안 산146-16,경기도 파주시 조리읍 능안리,ri,937059.153086056,1971545.06304961
5157,2023-03-11 14:35:00,1.0,입산자실화,대구 남 대명 산196-3,대구광역시 남구 대명동,dong,1096805.08894892,1760475.26494958
5161,2023-03-11 12:42:00,0.15,기타,강원 홍천 서 개야 158-2,강원특별자치도 홍천군 서면 개야리,ri,1011681.66242495,1964591.0601986
5168,2024-03-10 14:31:00,0.01,기타,경기 파주 적성 무건 산1,경기도 파주시 적성면 무건리,ri,950300.299158177,1990180.98960861
5171,2024-03-09 12:59:00,0.4,쓰레기소각,충북 음성 삼성 천평 467-4,충청북도 음성군 삼성면 천평리,ri,1000300.1980328,1887255.30266634
5172,2024-03-09 12:57:00,0.07,쓰레기소각,"충남 서천 마산 시선 산51-1,산50",충청남도 서천군 마산면 시선리,ri,936072.881268857,1795116.53677335
5180,2023-03-30 13:15:00,0.33,기타,인천 서 왕길 산76-6,인천광역시 서구 왕길동,dong,924918.475009504,1955054.61138069
5192,2023-03-16 21:05:00,0.05,기타,강원 영월 남 연당 산8-12,강원특별자치도 영월군 남면 연당리,ri,1080917.09391805,1907448.48174414
5200,2023-02-25 18:00:00,1.0,기타,충남 금산 부리 방우 산9,충청남도 금산군 부리면 방우리,ri,1010345.27557711,1781778.19200141
5205,2023-02-25 13:01:00,0.1,담뱃불실화,전남 순천 상사 쌍지 산208-5,전라남도 순천시 상사면 쌍지리,ri,991795.484966849,1659751.87689755
5207,2023-02-25 12:40:00,0.05,쓰레기소각,경남 거창 북상 갈계 산160,경상남도 거창군 북상면 갈계리,ri,1028779.91395899,1754974.87660374
5210,2023-02-07 15:09:00,0.01,기타,경북 상주 이안 아천 산107,경상북도 상주시 이안면 아천리,ri,1053110.82985623,1840630.7235216
5213,2023-02-07 09:34:00,0.01,기타,경기 양평 양서 신원 산87,경기도 양평군 양서면 신원리,ri,989010.22012578,1948145.29217309
5214,2023-02-06 22:16:00,0.3,기타,경남 합천 봉산 양지 산132,경상남도 합천군 봉산면 양지리,ri,1045810.43323273,1733650.68790256
5215,2023-02-06 18:23:00,0.03,쓰레기소각,경북 상주 중등 회상 산73,경상북도 상주시,sgg,1053621.90216995,1827828.5359
5216,2023-02-06 13:50:00,0.3,쓰레기소각,전북 임실 성수 성수 산70,전북특별자치도 임실군 성수면 성수리,ri,990328.262338537,1738284.28567355
5222,2023-03-08 14:20:00,0.03,입산자실화,대구 북 조야 산7-1,대구광역시 북구 조야동,dong,1097077.85706607,1769431.68915649
5226,2023-03-08 10:50:00,2.0,쓰레기소각,전남 화순 백아 송단 산10,전라남도 화순군 백아면 송단리,ri,970347.319865933,1687699.60885896
5229,2023-03-07 18:28:00,0.03,담뱃불실화,대구 북 노곡 산87-4,대구광역시 북구 노곡동,dong,1095656.90938058,1768768.1800632
5237,2023-03-04 18:29:00,0.01,기타,광주 동 지산 산122-2,광주광역시 동구 지산동,dong,949218.151368571,1683858.80292776
5238,2023-03-04 18:09:00,4.0,입산자실화,대구 남 대명 산306,대구광역시 남구 대명동,dong,1096805.08894892,1760475.26494958
5240,2023-03-04 13:40:00,0.5,쓰레기소각,전남 화순 동 대포 산6,전라남도 화순군 동면 대포리,ri,955605.43100265,1669219.15492027
5242,2023-03-04 10:50:00,0.01,기타,대전 서 용촌 산35,대전광역시 서구 용촌동,dong,984027.549044171,1806124.80827104
5247,2024-03-22 12:34:00,0.8,기타,충북 보은 속리산 북암 163-1,충청북도 보은군 속리산면 북암리,ri,1025963.06447719,1838923.71342625
5253,2024-02-12 13:02:00,0.2,농산부산물소각,전남 나주 다도 판촌 산37,전라남도 나주시 다도면 판촌리,ri,940625.285372432,1663597.26575611
5259,2023-03-21 14:36:00,5.0,쓰레기소각,경기 가평 북내 적목 산147,경기도 가평군,sgg,991872.002190388,1979061.68165
5261,2023-03-21 14:05:00,0.1,기타,경남 의령 영덕 죽전 산71,경상남도 의령군,sgg,1071397.87400202,1710228.1081
5265,2023-03-21 12:48:00,1.0,건축물화재비화,충북 청주 상당 남성 추정 산102,충청북도 청주시 상당구,sgg,1003551.79759301,1841264.1054
5266,2023-03-21 12:20:00,0.3,쓰레기소각,전남 광양 진상 황죽 산180,전라남도 광양시 진상면 황죽리,ri,1015755.45397429,1672644.16740164
5267,2023-03-21 12:12:00,10.0,농산부산물소각,경북 안동 도산 의일 산122,경상북도 안동시 도산면 의일리,ri,1116662.805953,1860767.03867686
5268,2023-03-21 11:27:00,0.1,입산자실화,전남 영광 염산 야월 산90-1,전라남도 영광군 염산면 야월리,ri,892652.149404468,1692531.56925041
5277,2023-03-14 16:10:00,0.01,기타,경기 양주 백석 방성 산4-14,경기도 양주시 백석읍 방성리,ri,956403.550410917,1978285.25909535
5284,2022-02-16 14:00:00,0.3,쓰레기소각,경북 고령 성산 삼대 114,경상북도 고령군 성산면 삼대리,ri,1079902.98178218,1749955.64970245
5291,2022-02-14 21:57:00,0.1,농산부산물소각,경북 군위 군위 광현 산160,대구광역시 군위군 군위읍 광현리,ri,1101098.65799557,1806037.01453417
5295,2022-02-13 14:43:00,0.5,입산자실화,전북 남원 대강 옥택 산84,전북특별자치도 남원시 대강면 옥택리,ri,977608.818348055,1710225.86409774
5296,2022-02-13 13:18:00,0.03,건축물화재비화,경기 용인 처인 이동 덕성 144-2,경기도 용인시 처인구 이동읍 덕성리,ri,974145.260574638,1908419.87388037
5297,2022-02-13 13:18:00,0.03,기타,경기 양평 양서 국수 353-2,경기도 양평군 양서면 국수리,ri,991275.756309908,1946775.18864105
5310,2022-02-12 11:45:00,0.05,기타,경기 연천 중 합수 산26-14,경기도 연천군 중면 합수리,ri,960606.570215835,2016664.95035365
5313,2022-02-11 17:10:00,0.12,입산자실화,"충남 공주 우성 안양 산44-1,산47-1,산47-7",충청남도 공주시 우성면 안양리,ri,955891.991510306,1829707.12503278
5316,2022-02-11 14:55:00,0.5,농산부산물소각,경북 울진 북 나곡 산94,경상북도 울진군 북면 나곡리,ri,1164932.46217368,1904692.7682175
5317,2022-02-11 14:05:00,0.06,입산자실화,충남 청양 남양 용마 산21-1,충청남도 청양군 남양면 용마리,ri,932566.410584449,1821395.05699419
5327,2022-02-08 13:49:00,0.5,기타,경기 남양주 조안 조안 산27번지외6필지,경기도 남양주시 조안면 조안리,ri,982294.537565636,1948885.61607301
5330,2022-02-06 19:58:00,0.15,기타,경기 광주 남한산성 하변천 산14-7,경기도 광주시 남한산성면 하변천동,dong,975919.876503807,1939900.44425
5331,2022-02-06 13:13:00,0.5,건축물화재비화,경남 통영 산양 미남 산219-1,경상남도 통영시 산양읍 미남리,ri,1083630.80215673,1642240.01857571
5339,2025-06-01 08:52:00,0.2,농산부산물소각,경북 울릉 서 남서 629-1,경상북도 울릉군 서면 남서리,ri,1293716.9021001,1948314.57639059
5340,2025-04-27 17:15:00,0.02,기타,경기 연천 신서 답곡 산244,경기도 연천군 신서면 답곡리,ri,961853.626896729,2020656.06058865
5343,2025-04-27 15:43:00,0.05,농산부산물소각,전남 무안 현경 용정 산145-1,전라남도 무안군 현경면 용정리,ri,897964.25249691,1674916.73615484
5356,2025-04-03 15:40:00,0.3,기타,전남 화순 백아 길성 산233,전라남도 화순군 백아면 길성리,ri,965367.506959461,1684253.28249196
5363,2025-04-28 14:01:00,310.0,기타,대구 북 노곡 산12,대구광역시 북구 노곡동,dong,1095656.90938058,1768768.1800632
5364,2025-04-06 17:42:00,0.02,기타,강원 영월 남 창원 산120,강원특별자치도 영월군 남면 창원리,ri,1076914.97088974,1908021.32569039
5365,2025-04-06 15:12:00,0.12,기타,대구 북 서변 산21-1,대구광역시 북구 서변동,dong,1098554.83380174,1770399.77486177
5366,2025-04-06 14:22:00,0.35,농산부산물소각,전남 순천 상사 용계 80,전라남도 순천시 상사면 용계리,ri,993043.217645231,1662111.05281441
5368,2025-04-06 12:35:00,1.5,입산자실화,충북 청주상당 문의 품곡 산72-1,충청북도 청주시 상당구 문의면 품곡리,ri,997234.617668539,1833792.01132002
5377,2025-06-13 14:27:00,0.03,기타,"경기 양평 양서 북포 340-7,8",경기도 양평군 양서면 북포동,dong,989004.832780224,1949063.0733
5384,2025-04-26 08:50:00,0.05,기타,충남 금산 금성 화림 Apr-74,충청남도 금산군 금성면 화림리,ri,994365.961764615,1791430.05333762
5390,2025-04-01 14:28:00,9.77,기타,경남 거창 북상 갈계 산22,경상남도 거창군 북상면 갈계리,ri,1028779.91395899,1754974.87660374
5393,2025-04-16 14:53:00,0.01,입산자실화,경남 하동 금성 가덕 산120-22,경상남도 하동군 금성면 가덕리,ri,1028950.64665672,1662808.49435469
5415,2025-04-12 06:26:00,0.01,입산자실화,부산 북 화명 산323-2,부산광역시 북구 화명동,dong,1138614.57473017,1694753.50798915
5426,2025-04-04 15:52:00,0.33,기타,충북 영동 양산 누교 산102,충청북도 영동군 양산면 누교리,ri,1011288.88310334,1796685.10062367
5434,2025-04-04 14:49:00,3.0,담뱃불실화,경기 연천 청산 장탄 산22-14,경기도 연천군 청산면 장탄리,ri,963924.027342671,2004023.6323321
5439,2025-03-25 14:14:00,6.3,기타,전북 고창 성내 덕산 산8-1,전북특별자치도 고창군 성내면 덕산리,ri,930715.622306133,1730089.04892442
5442,2025-03-25 12:32:00,0.65,쓰레기소각,"경남 창녕 대지 용소 산20,구미 산74,산75",경상남도 창녕군 대지면 용소리,ri,1086340.65686132,1725579.37798653
5445,2025-03-21 16:20:00,0.1,기타,전남 광양 진상 황죽 산45-1,전라남도 광양시 진상면 황죽리,ri,1015755.45397429,1672644.16740164
5461,2024-04-02 15:23:00,1.5,기타,"강원 홍천 서 중방대 산98,산95",강원특별자치도 홍천군 서면 중방대리,ri,1009923.26493128,1961876.22077108
5464,2024-04-02 12:05:00,0.36,농산부산물소각,충북 청주 상당 문의 후곡 산10-34,충청북도 청주시 상당구 문의면 후곡리,ri,1000351.18541864,1826682.30514677
5470,2024-05-02 11:42:00,0.5,기타,경북 문경 마성 오천 산30,경상북도 문경시 마성면 오천리,ri,1057014.32577595,1853673.17964557
5473,2024-04-28 13:21:00,0.05,입산자실화,충남 당진 정미 천의 493-5,충청남도 당진시 정미면 천의리,ri,917447.664367651,1876426.07918334
5474,2024-04-28 12:40:00,0.01,담뱃불실화,충남 태안 남 양잠 산62-3,충청남도 태안군 남면 양잠리,ri,895447.410142042,1850861.46877357
5478,2024-05-04 11:49:00,0.06,농산부산물소각,"인천 강화 양도 삼흥 신362-2,364",인천광역시 강화군 양도면 삼흥리,ri,905348.63052345,1965321.05405481
5482,2024-05-18 15:38:00,0.01,입산자실화,대구 남 대명 산278-2,대구광역시 남구 대명동,dong,1096805.08894892,1760475.26494958
5483,2024-05-03 11:14:00,0.02,입산자실화,경북 봉화 재산 갈산 산441,경상북도 봉화군 재산면 갈산리,ri,1136632.57631382,1873303.74858884
5489,2025-03-22 15:19:00,0.01,기타,광주 북 금곡 산166-2,광주광역시 북구 금곡동,dong,954044.448594331,1683950.22325659
5491,2025-03-22 14:54:00,0.5,기타,강원 정선 신동 덕천 산129,강원특별자치도 정선군 신동읍 덕천리,ri,1095671.94468481,1917728.47065645
5504,2025-03-22 13:57:00,57.0,담뱃불실화,경북 의성 금성 청로 산118,경상북도 의성군 금성면 청로리,ri,1106715.73187074,1805062.64995601
