prow,pcol,P_lgbm,y_prob_t1,y_prob_t2,y_prob_t3,pop_total,pop_male,pop_female,households,houses,coverage,low_count_only,haz_pct_t1,haz_top_t1,haz_pct_t2,haz_top_t2,haz_pct_t3,haz_top_t3,expo_pct,x_5179,y_5179,지명
1018,1482,0.49380055,0.45837545,0.35169044,0.28825095,42.25904929637909,19.800772845745087,21.386478573083878,23.56099271774292,21.84397667646408,1.0,False,100.0,0.0,99.86795132831783,0.1320486716821705,99.98055725079527,0.019442749204728216,86.8354053819552,1155591.4294307148,1760114.0711620022,경상북도 경주시 월성동
1004,1476,0.50328577,0.4467953,0.3390058,0.27493864,56.57928439974785,29.010697185993195,29.64038509130478,26.895641177892685,26.895641177892685,1.0,False,99.9997299618166,0.0002700381834017662,99.59764310673529,0.40235689326470947,99.84661831182929,0.15338168817071107,89.52886200528032,1152591.4294307148,1767114.0711620022,경상북도 경주시 현곡면
987,1429,0.5373216,0.445556,0.34484336,0.27829644,1260.4900761842728,621.6476570367813,639.759597569704,593.4814635515213,488.2523571252823,1.0,False,99.99945992363321,0.0005400763667893216,99.72537116748308,0.2746288325169246,99.90035591032573,0.09964408967427119,97.1570583933463,1129091.4294307148,1775614.0711620022,경상북도 영천시 중앙동
1067,1486,0.47294012,0.44340822,0.34000337,0.27250805,4.138428211212158,2.4140831232070923,1.9829968512058258,1.9829968512058258,1.5519105792045593,1.0,False,99.9991898854498,0.0008101145502052987,99.61708585594003,0.38291414405996704,99.80017174428464,0.19982825571536011,48.57741363709607,1157591.4294307148,1735614.0711620022,울산광역시 울주군 범서읍
1042,1482,0.50208503,0.44268116,0.33930796,0.2697254,30.50920683145523,15.76950716972351,15.76950716972351,16.924126625061035,16.924126625061035,1.0,False,99.9989198472664,0.0010801527336070649,99.60223375585308,0.3977662441469221,99.74211353485383,0.2578864651461714,82.69853861695402,1155591.4294307148,1748114.0711620022,경상북도 경주시 내남면
1017,1472,0.31149673,0.4419874,0.35286224,0.2867411,57.99874836206436,32.94077184796333,23.230411022901535,24.580330282449722,15.16696521639824,1.0,False,99.998649809083,0.0013501909169946202,99.89009445935655,0.10990554064345304,99.97704675441106,0.022953245588936966,89.71478860146014,1150591.4294307148,1760614.0711620022,경상북도 경주시 선도동
1070,1485,0.4841423,0.4410789,0.33599672,0.26914555,15.495078533887863,10.46068263053894,6.482935190200806,10.20203086733818,7.868390709161758,1.0,False,99.9983797708996,0.0016202291003963865,99.54336543187206,0.4566345681279387,99.72807154931708,0.27192845068292115,70.92777371493735,1157091.4294307148,1734114.0711620022,울산광역시 울주군 범서읍
1000,1428,0.47782013,0.44078684,0.341293,0.27589768,4.269729763269424,1.4851233959197998,2.4133255183696747,3.3415276408195496,3.3415276408195496,1.0,False,99.99810973271622,0.0018902672837839418,99.64597994156374,0.3540200584362623,99.86228052646644,0.13771947353356495,49.02153029983762,1128591.4294307148,1769114.0711620022,경상북도 영천시 금호읍
1013,1474,0.32348973,0.44032806,0.35191783,0.28518453,740.7841000854969,371.9508655667305,365.77266550064087,332.85194835066795,271.3100544512272,1.0,False,99.99783969453281,0.002160305467185708,99.8730820538024,0.12691794619759378,99.9673253798087,0.032674620191301074,96.31146423392045,1151591.4294307148,1762614.0711620022,경상북도 경주시 선도동
1073,1483,0.37186852,0.43962878,0.34746206,0.27371654,43.57769885659218,22.23582798242569,19.976153165102005,21.335441559553146,18.82153370976448,1.0,False,99.99756965634941,0.0024303436505874743,99.78531964419768,0.21468035580231515,99.82393510442377,0.17606489557623206,87.16238828910346,1156091.4294307148,1732614.0711620022,울산광역시 울주군 범서읍
