date,hour,top1_pop,top5_pop,top1_pop_day,top5_pop_day,top1_pop_old,top5_pop_old,top5_old_house,wui_top5_cells,max_prob,mean_prob,top10_pop
2023-03-17,8,1089120.5518735796,4705537.604660846,866818.6928595757,3721104.5363378706,221368.59219036697,874357.9693938887,451064.19878884126,4420,0.3858679234981537,0.041624315083026886,19015.16348966956
2023-03-18,8,257616.12243291736,3035244.12577641,199856.43910650004,3010776.9898605207,58177.55403802023,562011.3925732574,271603.4347388713,2458,0.32557815313339233,0.04066438972949982,16276.95620700717
2023-03-19,8,694224.1413534284,6387941.030086055,585258.7712727601,4812783.205662821,124837.22721286857,1162690.117079623,528414.480578139,3697,0.34611839056015015,0.03309062868356705,23716.23917889595
2023-03-20,8,149287.12721326947,3200688.960312128,112725.29547909621,2531529.095041181,29886.735740964654,593705.1576705435,307729.96456285106,1905,0.374603271484375,0.040521711111068726,17105.14182114601
2023-03-21,8,551329.0257731229,1939231.2157389075,414093.80630771664,1601653.3017294023,108968.11476785115,393944.1511475024,197173.25836108043,2331,0.3885359764099121,0.040698010474443436,25384.839838802814
2023-03-22,8,1039618.2877167314,5744577.926775351,1042518.9072360771,5470726.559708467,180457.5760991834,1022537.2983499807,447523.3461174161,3522,0.41929545998573303,0.036945752799510956,21476.815688163042
2023-03-23,8,373459.9304997474,1445040.338528201,304156.2892585761,1196906.3018808907,79005.678426775,293151.1496930167,137257.99281354295,2211,0.335584819316864,0.019460175186395645,30678.44448080659
2023-03-24,8,5329854.461177036,17954465.46304965,5099577.721956892,14748113.271680783,866568.3852892438,2981175.365091881,1282587.8888297542,5948,0.3244294822216034,0.013587229885160923,28361.575421392918
2023-03-25,8,3363043.0188978314,18273034.39377837,2497331.676635077,14673892.82770205,552272.0454921385,2984095.9634583006,1282280.9965937317,5977,0.2669517993927002,0.00941390823572874,36001.53794130683
2023-03-26,8,5820471.723553419,20495711.596083105,5152721.252874845,16805928.353242468,921446.6341156618,3418447.9137053913,1553110.4654357405,6096,0.3927820324897766,0.009869852103292942,35318.25052395463
