T,top1pct_인구,top5pct_인구,top1pct_주간인구,top5pct_주간인구,top1pct_고령,top5pct_고령,top5pct_노후주택,wui_top5pct_격자,top10_인구,top10_주간인구,top10_고령,top10_평균위험상위%,max_prob,mean_prob,발화건수,발화_위험상위%
2023-05-17 06:00:00,94794.92244943976,512762.10100109875,80580.97849183908,426685.95168373955,24214.86068113797,111851.83115662438,60639.18087219196,1688,10787.693010419607,8443.961232999121,2521.053970599733,0.667,0.31419578194618225,0.006224966607987881,0,
2023-05-17 07:00:00,71823.80389745533,388288.5278752744,64100.63268083752,340483.5761141914,22510.321463633634,105538.44071235348,61501.96788355165,1684,11523.041525870562,9891.436146387787,2445.488861612464,0.86,0.3503428101539612,0.006826874800026417,1,"충남 당진 nan(0.5ha,t+3h)=80.7%"
2023-05-17 08:00:00,903560.3797473013,1965122.822431624,666675.6954280448,1583546.4610154792,174437.73332204414,414894.19832984346,228084.53388104058,2477,20007.838446736336,15343.476769936253,3287.942309806689,0.391,0.37247931957244873,0.011577518656849861,2,"충남 당진 nan(0.5ha,t+2h)=37.3%; 강원 평창 대화(0.3ha,t+3h)=20.1%"
2023-05-17 09:00:00,2850715.094984874,8761612.167931944,2204322.745484897,6750812.740218198,442592.7238466198,1410364.0397400265,678157.4001252514,2989,35825.37823179364,34699.11578697506,5309.952337824668,0.205,0.4191242754459381,0.03731895983219147,2,"충남 당진 nan(0.5ha,t+1h)=12.7%; 강원 평창 대화(0.3ha,t+2h)=24.2%"
2023-05-17 10:00:00,2814217.3215605617,10241667.066467643,2219558.586021214,7972665.342155665,485591.89181515627,1701618.5049781534,798445.1956859718,3730,36957.78463995457,55466.076578729815,4467.398428634029,0.315,0.4445676803588867,0.07214687764644623,1,"강원 평창 대화(0.3ha,t+1h)=36.7%"
2023-05-17 11:00:00,3158393.3427779824,12534518.585924774,2802829.042560166,10793842.075481407,548402.7791304241,2160043.0115605704,983834.2435435534,4520,33995.04123136401,82070.86361717283,6000.99092117564,0.121,0.45247867703437805,0.0830581858754158,0,
2023-05-17 12:00:00,3255981.6732323617,14396368.209084868,3131359.062804818,12201557.5853208,577127.7357792434,2523718.902935752,1180733.661642828,4812,33995.04123136401,82070.86361717283,6000.99092117564,0.12,0.4516015946865082,0.07964813709259033,0,
2023-05-17 13:00:00,3041347.595945865,14757382.34416914,3085133.0123866764,12560285.960381797,551794.8641218254,2611508.0910610687,1252720.5250091064,4817,35668.096062511206,76895.04217526181,6120.598217247349,0.099,0.4530719816684723,0.07298626750707626,1,"세종 nan nan(0.02ha,t+3h)=0.1%"
2023-05-17 14:00:00,2633888.4334165454,13338121.258707955,2643164.565999355,11382972.201728243,483055.5154709688,2348420.8353296635,1117571.722566649,4825,37228.01481741667,70391.92513687661,6686.348917612764,0.095,0.44710516929626465,0.06648892164230347,1,"세종 nan nan(0.02ha,t+2h)=0.1%"
2023-05-17 15:00:00,2188583.0173195302,11563530.276647225,2030333.933242333,9839015.818711823,403901.694723907,2039662.9582962766,983237.889374116,4781,37228.01481741667,70391.9251368766,6686.348917612764,0.142,0.44759753346443176,0.05990651622414589,1,"세종 nan nan(0.02ha,t+1h)=0.1%"
2023-05-17 16:00:00,2097830.009179488,10023803.276621297,1784893.1323787388,8460187.19117786,398582.76490905404,1784879.2868594911,864063.7728663287,4700,41033.41510629654,67058.47451087616,7600.667015039187,0.161,0.4489516615867615,0.052655626088380814,0,
2023-05-17 17:00:00,2032450.7612356395,8017250.126951888,1731271.405857912,6589876.268077517,393244.26199687686,1446587.623363053,724372.8274285977,4507,36866.83176031709,73257.35544445022,6523.201085567189,0.185,0.448580265045166,0.044850438833236694,0,
2023-05-17 18:00:00,1692332.6598236114,6074526.8012893945,1476128.3190575538,4837859.518471495,337361.19106084167,1136533.4301047134,590576.3601115113,4302,30965.401426702738,63186.657772200124,5396.737749759673,0.093,0.43946436047554016,0.034926895052194595,1,"경기 화성 nan(0.13ha,t+3h)=64.3%"
