fire_id,ignite_h,scan_hour,horizon,loc,damagearea,haz_top_pct,is_wui,pop
5307,2022-02-12 14:00:00,11,3,부산 금정 nan,0.01,13.753007888793945,False,3591.8561650514603
5308,2022-02-12 14:00:00,11,3,전남 고흥 포두,0.1,16.217775344848633,True,16.100115716457367
5304,2022-02-12 15:00:00,14,1,강원 평창 대관령,0.1,63.712093353271484,True,13.486409932374954
5305,2022-02-12 15:00:00,14,1,경남 김해 nan,0.05,15.987852096557617,False,2882.6276471614838
5306,2022-02-12 15:00:00,14,1,세종 연동 nan,0.03,56.50774002075195,True,69.08132722973824
5303,2022-02-12 16:00:00,14,2,전남 순천 승주,0.4,46.46462631225586,True,14.261181235313416
5302,2022-02-12 17:00:00,14,3,전남 순천 승주,0.2,3.815063238143921,False,0.0
5298,2022-02-13 12:00:00,11,1,부산 기장 철마,0.02,26.36578941345215,False,107.69549223780632
5296,2022-02-13 13:00:00,11,2,경기 용인 처인 이동,0.03,22.586408615112305,True,94.7737954556942
5297,2022-02-13 13:00:00,11,2,경기 양평 양서,0.03,73.55479431152344,True,211.28422909975052
5295,2022-02-13 14:00:00,11,3,전북 남원 대강,0.5,13.2164306640625,False,0.0
5294,2022-02-14 13:00:00,11,2,충남 금산 제원,0.3,85.70840454101562,False,19.239363849163055
5293,2022-02-14 15:00:00,14,1,강원 원주 nan,0.4,66.95060729980469,True,1256.0637384355068
5292,2022-02-14 16:00:00,14,2,경남 산청 시천,0.5,34.14133071899414,False,0.0
5289,2022-02-15 12:00:00,11,1,경남 창원 마산회원 nan,0.32,34.58212661743164,False,2.4860921502113342
5287,2022-02-15 13:00:00,11,2,경남 진주 명석,0.5,52.089298248291016,False,7.618459045886993
5288,2022-02-15 13:00:00,11,2,경북 성주 선남,3.0,13.777690887451172,True,12.112886548042297
5286,2022-02-15 17:00:00,14,3,전북 남원 산내,0.1,55.30419921875,False,3.0020105838775635
5285,2022-02-16 13:00:00,11,2,경기 성남 중원,0.15,95.04175567626953,False,6659.563876479864
5284,2022-02-16 14:00:00,11,3,경북 고령 성산,0.3,49.81072235107422,True,32.457949966192245
5282,2022-02-16 15:00:00,14,1,부산 기장 철마,0.2,28.3234920501709,False,8.175160437822342
5283,2022-02-16 15:00:00,14,1,경기 광주 곤지암,0.06,72.26889038085938,True,293.4395489692688
5281,2022-02-16 16:00:00,14,2,경기 의정부 nan,0.01,,False,262.7417636811733
5279,2022-02-18 15:00:00,14,1,경남 양산 nan,0.09,43.49370193481445,False,0.0
5278,2022-02-18 16:00:00,14,2,충남 부여 세도,0.05,21.976930618286133,False,7.605947703123093
4496,2022-02-19 12:00:00,11,1,경기 양평 양평,0.1,55.18424987792969,True,70.31782704591751
4497,2022-02-19 12:00:00,11,1,전북 진안 백운,0.1,82.6739273071289,True,13.518845468759537
4491,2022-02-20 12:00:00,11,1,경기 고양 일산동,0.01,,False,4255.086569339037
4490,2022-02-20 13:00:00,11,2,충북 괴산 괴산,0.2,58.81005096435547,False,347.31047210097313
4486,2022-02-21 12:00:00,11,1,전남 함평 나산,0.3,74.3022232055664,False,9.175679326057434
