T,top1pct_인구,top5pct_인구,top1pct_주간인구,top5pct_주간인구,top1pct_고령,top5pct_고령,top5pct_노후주택,wui_top5pct_격자,top10_인구,top10_주간인구,top10_고령,top10_평균위험상위%,max_prob,mean_prob,발화건수,발화_위험상위%
2025-04-28 06:00:00,543627.3504434824,1219497.2847010568,485514.2060078682,1025461.3124326835,132660.56925775582,282269.874280727,161640.54490243318,2642,19785.186561137438,18578.073654664728,3654.0953090584403,0.523,0.3795206844806671,0.017769254744052887,0,
2025-04-28 07:00:00,551989.613500312,1089637.164680943,480658.494503528,923415.0966220017,132331.04307156103,252532.79331836168,153228.47918234224,2450,21518.533484876156,21016.209366622275,3918.53941331686,0.875,0.36587291955947876,0.017947038635611534,0,
2025-04-28 08:00:00,611542.2509074807,1132909.3798415884,534769.2776884014,971088.308314722,142251.87822720764,263193.71896387695,154722.06543846292,2322,21518.533484876156,21016.20936662228,3918.53941331686,0.624,0.3592345118522644,0.023590097203850746,0,
2025-04-28 09:00:00,611072.0422256291,2369112.987791717,523999.04266736214,1880706.3477848824,118472.53615304033,490949.6608991476,263910.434491846,3943,20066.50671005249,20152.124771222363,2585.114543783842,0.608,0.38791272044181824,0.059612832963466644,0,
2025-04-28 10:00:00,901002.2922107279,2585226.0441932976,733771.1050962317,2022963.8563482834,184716.8511567378,531549.328083847,274167.4427156943,4427,27745.234477251768,29504.848446244767,4231.702609190255,0.36,0.4262866973876953,0.11430476605892181,0,
2025-04-28 11:00:00,1040037.3198798597,2449715.606055349,877272.4011596171,1960432.2644667728,226600.34453867687,529711.3875056518,274439.68448327354,4823,27548.04662311077,28071.54316439436,4147.8464520985935,0.227,0.4337858557701111,0.14305749535560608,1,"대구 북 nan(310.0ha,t+3h)=4.1%"
2025-04-28 12:00:00,1067608.3866300583,2591115.34874925,890672.4926494388,2067016.5705530366,229087.21748228505,553424.5713500582,287290.83241227665,4871,25715.05044129491,35245.1582949637,3928.516560191935,0.415,0.4397372901439667,0.144736647605896,1,"대구 북 nan(310.0ha,t+2h)=1.5%"
2025-04-28 13:00:00,1174287.8726150095,2944841.4243872166,988343.1094875234,2331887.577304831,247768.28460779157,611922.3580299353,318339.9874660637,4874,31623.20862364769,38086.32358186373,4469.673942448763,0.421,0.43660032749176025,0.13597162067890167,2,"대구 북 nan(310.0ha,t+1h)=2.5%; 경기 평택 진위(0.08ha,t+3h)=43.1%"
2025-04-28 14:00:00,1182805.4020684361,3405117.745610997,1000897.0592624613,2734626.11611123,241866.5152556962,672265.3906873995,342257.3772043866,5398,32891.12006339431,36394.84172615995,4519.776852453271,0.336,0.43110817670822144,0.12530049681663513,2,"경기 평택 진위(0.08ha,t+2h)=17.7%; 충남 금산 군북(0.11ha,t+3h)=4.5%"
2025-04-28 15:00:00,1161836.4047704935,4117179.682456851,988829.3006307894,3302323.497557266,238470.35086055056,803535.869410235,409071.78374261246,5805,30123.804165631533,33678.56276722853,4307.598844842699,0.333,0.43071120977401733,0.11654123663902283,2,"경기 평택 진위(0.08ha,t+1h)=17.2%; 충남 금산 군북(0.11ha,t+2h)=20.3%"
2025-04-28 16:00:00,1185980.564326167,4516513.35061124,1012242.596017705,3592783.6546069854,244044.10513408325,884872.056928486,455961.3064711046,5880,30357.866790801287,33843.527872725834,4262.961412632561,0.257,0.4318983554840088,0.10870866477489471,1,"충남 금산 군북(0.11ha,t+1h)=26.5%"
2025-04-28 17:00:00,1210149.414614439,4652078.415268838,1025513.1626569486,3749383.083936272,250141.72194416603,923948.9788446794,489734.10618361906,5750,33665.04208576679,34957.23309258325,4552.3809496567865,0.28,0.42882904410362244,0.09894784539937973,0,
2025-04-28 18:00:00,1149060.606550455,4389451.560270563,982807.1154296783,3524771.943707506,237918.22458472318,888116.3427601857,474031.1496936312,5634,29542.39660549164,34235.55083956663,4466.097817590646,0.202,0.43039077520370483,0.0852002203464508,0,
