date,hour,top1_pop,top5_pop,wui_top5_cells,max_prob,mean_prob,top10_pop
2021-06-05,11,728509.9858409166,2542841.454074681,4002,0.028840094804763794,0.0025894350837916136,34735.59248331189
2021-06-05,14,372572.7687548995,1628284.637029618,3575,0.062003739178180695,0.00304590817540884,24965.077187389135
2021-06-06,11,210595.40818834305,931725.0427994132,2789,0.27602648735046387,0.0026950978208333254,14792.008145689964
2021-06-06,14,185844.50616639853,1138056.5833473653,3103,0.291871577501297,0.0038172812201082706,14662.151410341263
2021-06-07,11,165951.74834904075,1098698.5544912815,3460,0.3441014885902405,0.005053344182670116,17859.504150480032
2021-06-07,14,408488.38913848996,1664273.2804015502,3376,0.3014918863773346,0.0043951901607215405,16533.400278300047
2021-06-08,11,100693.07997956872,760242.0668093264,2915,0.3651183545589447,0.011261171661317348,17211.96027240157
2021-06-08,14,287620.0701624453,1400723.2915511727,2438,0.33613845705986023,0.012188135646283627,21897.34303498268
2021-06-09,11,341692.52765640616,1471222.7769687474,4027,0.36832839250564575,0.012780530378222466,23249.341673970222
2021-06-09,14,641957.9273454845,2571769.7403428257,3623,0.36059489846229553,0.015339723788201809,35708.60738313198
2021-06-10,11,315251.8384640813,1069632.6169488728,4420,0.40785494446754456,0.015574409626424313,23638.908319175243
2021-06-10,14,604070.2600939572,3047918.51804173,4805,0.38436394929885864,0.011460727080702782,41447.677956581116
2021-06-11,11,1320364.6687746346,3166278.1275070906,3591,0.1273362785577774,0.0006035622209310532,37741.23058694601
2021-06-11,14,587236.1558809578,2931939.1251491904,4151,0.21921145915985107,0.0010328609496355057,25935.847340494394
2021-06-12,11,215167.25476774573,2327861.3306114078,4012,0.04875417798757553,0.001027346821501851,33222.92243421078
2021-06-12,14,1740414.8428487182,4655475.467527658,4203,0.07941143959760666,0.002060100669041276,46365.308164060116
2021-06-13,11,1153288.1527721882,4129057.0933329165,3264,0.014038960449397564,0.001445592031814158,42244.99238112569
2021-06-13,14,1127798.193841368,3607361.1048076153,2869,0.026456916704773903,0.0021961356978863478,47365.78352859616
2021-06-14,11,733894.1057576537,4367584.209728986,3927,0.020373579114675522,0.001174986595287919,49978.08058655262
2021-06-14,14,1430085.0527715087,4176967.717550367,3980,0.04130606725811958,0.0015144747449085116,47616.86955088377
2021-06-15,11,174916.2542038262,1475950.391558051,4502,0.005369432270526886,0.00044767672079615295,24239.128334969282
2021-06-15,14,572488.7111459374,3397949.733838111,4355,0.0034509545657783747,0.0002962072321679443,39161.40727195144
2021-06-16,11,403192.9229131937,5368540.560364246,5724,0.12606370449066162,0.0014701661420986056,30919.19393876195
2021-06-16,14,1512871.5519680977,8439135.803651601,6031,0.2859731912612915,0.0018021038267761469,42884.500441432
