T,top1pct_인구,top5pct_인구,top1pct_주간인구,top5pct_주간인구,top1pct_고령,top5pct_고령,top5pct_노후주택,wui_top5pct_격자,top10_인구,top10_주간인구,top10_고령,top10_평균위험상위%,max_prob,mean_prob,발화건수,발화_위험상위%
2022-04-10 06:00:00,146903.46940921247,338893.1199134439,121453.10754117995,285634.39994682313,36719.52138761715,87164.36854607552,48272.905536125465,1673,12253.261640757322,10087.75863215068,2917.4084496313944,0.248,0.3477531671524048,0.024002680554986,1,"경남 산청 신동(0.3ha,t+1h)=66.2%"
2022-04-10 07:00:00,196631.00193978846,359012.377190724,159268.19741207434,303159.3688574537,46209.7586741603,91888.04344111343,49290.418885870014,1997,12253.261640757322,10087.75863215068,2917.4084496313944,0.152,0.33895429968833923,0.025391846895217896,1,"경기 양평 개군(0.05ha,t+3h)=42.3%"
2022-04-10 08:00:00,186363.3517485708,448035.07465717196,160148.976917246,380458.2791801955,45272.00286925756,109606.5096005587,59703.606925918546,1848,12177.162842929363,9822.791776352708,2981.1614335205527,0.194,0.32261911034584045,0.03016333281993866,3,"경기 양평 개군(0.05ha,t+2h)=43.9%; 경기 파주 광탄(0.08ha,t+3h)=nan%; 부산 기장 기장(2.0ha,t+3h)=72.4%"
2022-04-10 09:00:00,1917558.3456628025,6623303.547228619,1455613.5018042098,5354390.285215542,309730.5348401213,1073840.4676771215,474113.157897098,3443,30805.633168131113,24966.43720276437,4765.8751860476605,0.583,0.35580238699913025,0.06411272287368774,5,"경기 양평 개군(0.05ha,t+1h)=68.8%; 경기 파주 광탄(0.08ha,t+2h)=nan%; 부산 기장 기장(2.0ha,t+2h)=57.6%; 강원 고성 토성(0.2ha,t+3h)=nan%; 강원 인제 북(3.0ha,t+3h)=nan%"
2022-04-10 10:00:00,1892319.575162679,7123653.02263236,1462618.4623113535,5829760.255839205,299715.8990169823,1166710.402847586,531119.4489952167,3736,25996.343484580517,20796.141568648127,3811.0521282186787,0.452,0.4098852276802063,0.1328897327184677,11,"경기 파주 광탄(0.08ha,t+1h)=nan%; 부산 기장 기장(2.0ha,t+1h)=66.8%; 강원 고성 토성(0.2ha,t+2h)=nan%; 강원 인제 북(3.0ha,t+2h)=nan%; 경기 안양 만안(0.02ha,t+3h)=74.7%; 경기 광주 퇴촌(0.02ha,t+3h)=32.3%; 경기 양주 은현(0.15ha,t+3h)=nan%; 경북 군위 삼국유사(347.0ha,t+3h)=18.0%; 강원 화천 상서(2.0ha,t+3h)=nan%; 경기 파주 법원(0.06ha,t+3h)=nan%; 경기 고양 덕양(0.03ha,t+3h)=49.9%"
2022-04-10 11:00:00,1320410.0415546596,5169107.718556523,1054695.9238105302,4120878.9728561137,243082.71165244625,891451.1796692957,403176.764352871,4117,22111.665212273598,20298.37691765791,3178.8589029326763,0.404,0.42261868715286255,0.16249395906925201,11,"강원 고성 토성(0.2ha,t+1h)=nan%; 강원 인제 북(3.0ha,t+1h)=nan%; 경기 안양 만안(0.02ha,t+2h)=75.6%; 경기 광주 퇴촌(0.02ha,t+2h)=21.8%; 경기 양주 은현(0.15ha,t+2h)=nan%; 경북 군위 삼국유사(347.0ha,t+2h)=26.2%; 강원 화천 상서(2.0ha,t+2h)=nan%; 경기 파주 법원(0.06ha,t+2h)=nan%; 경기 고양 덕양(0.03ha,t+2h)=39.3%; 경북 경주 양북(2.5ha,t+3h)=24.4%; 경남 거창 주상(0.01ha,t+3h)=8.3%"
2022-04-10 12:00:00,1070330.6607377827,4493357.328693718,902973.3180303876,3677126.026021964,212728.9762402621,822895.2189785808,392676.38330293575,4503,20300.953758984804,25501.7320377308,3154.301031826523,0.516,0.42386770248413086,0.16344182193279266,11,"경기 안양 만안(0.02ha,t+1h)=73.6%; 경기 광주 퇴촌(0.02ha,t+1h)=15.4%; 경기 양주 은현(0.15ha,t+1h)=nan%; 경북 군위 삼국유사(347.0ha,t+1h)=39.5%; 강원 화천 상서(2.0ha,t+1h)=nan%; 경기 파주 법원(0.06ha,t+1h)=nan%; 경기 고양 덕양(0.03ha,t+1h)=40.0%; 경북 경주 양북(2.5ha,t+2h)=8.0%; 경남 거창 주상(0.01ha,t+2h)=13.6%; 경기 광주 오포(0.02ha,t+3h)=32.6%; 강원 양구 양구(720.0ha,t+3h)=0.0%"
2022-04-10 13:00:00,750782.0093485266,2945696.2606009394,662347.1930024116,2530235.0883162743,162403.12683892634,593679.8595530319,307693.4892916085,3677,20185.671595156193,22272.85858338642,3265.3214823370395,0.363,0.4316430389881134,0.14861248433589935,4,"경북 경주 양북(2.5ha,t+1h)=1.9%; 경남 거창 주상(0.01ha,t+1h)=15.0%; 경기 광주 오포(0.02ha,t+2h)=23.8%; 강원 양구 양구(720.0ha,t+2h)=0.0%"
2022-04-10 14:00:00,634391.465176791,1607566.8447786868,541880.1893952859,1409443.9704094678,147854.18164183514,363685.47893427336,202283.1456751462,3265,17025.9899905622,19975.86578655407,3134.5435824584197,0.319,0.4315430223941803,0.13045820593833923,3,"경기 광주 오포(0.02ha,t+1h)=16.7%; 강원 양구 양구(720.0ha,t+1h)=0.0%; 전남 광양 광양(0.5ha,t+3h)=80.4%"
2022-04-10 15:00:00,629259.1075814515,1460893.894264549,552483.7619426675,1270752.312660884,148643.6839617446,336927.1240707525,190808.9289756694,3084,18775.52587708831,16175.120959808744,3293.7926276141698,0.341,0.42630741000175476,0.11523181945085526,2,"전남 광양 광양(0.5ha,t+2h)=77.8%; 전북 무주 설천(1.0ha,t+3h)=13.4%"
