fire_id,ignite_h,end_h,hours,damagearea,source,n_cells,coord_src,loc
3886,2024-03-16 21:00:00,2024-03-16 22:00:00,2,0.02,point,1,original,경기 용인 처인 백암
3887,2024-03-16 15:00:00,2024-03-16 17:00:00,3,0.07,point,1,original,경기 파주 파평
3888,2024-03-16 14:00:00,2024-03-16 18:00:00,5,2.0,point,1,original,전북 임실 청웅
3889,2024-03-16 12:00:00,2024-03-16 13:00:00,2,0.03,point,1,original,경남 산청 단성
3890,2024-03-15 15:00:00,2024-03-15 17:00:00,3,0.02,point,1,original,전북 장수 장계
3891,2024-03-15 15:00:00,2024-03-15 16:00:00,2,0.2,point,1,original,강원 정선 정선
3892,2024-03-15 14:00:00,2024-03-15 15:00:00,2,0.05,point,1,original,경기 평택 nan
3893,2024-03-15 13:00:00,2024-03-15 17:00:00,5,3.5,point,1,original,경북 영덕 병곡
3895,2024-06-13 13:00:00,2024-06-13 17:00:00,5,0.8,point,1,sgis_recovered,경북 김천 구성
3896,2024-06-13 11:00:00,2024-06-13 14:00:00,4,0.01,point,1,original,충남 보령 주교
3897,2024-06-14 12:00:00,2024-06-14 15:00:00,4,0.03,point,1,original,충남 홍성 장곡
3898,2024-06-14 12:00:00,2024-06-15 11:00:00,24,3.85,point,1,original,강원 태백 nan
3899,2024-05-30 04:00:00,2024-05-30 07:00:00,4,0.23,point,1,original,경기 가평 설악
3900,2024-05-19 16:00:00,2024-05-19 17:00:00,2,0.13,point,1,original,경기 안산 상록 nan
3901,2024-05-19 10:00:00,2024-05-19 12:00:00,3,0.03,point,1,original,울산 울주 청량
3902,2024-04-09 16:00:00,2024-04-09 17:00:00,2,0.04,point,1,original,경기 광주 nan
3903,2024-04-09 15:00:00,2024-04-09 17:00:00,3,0.01,point,1,original,경기 과천 nan
3904,2024-06-28 12:00:00,2024-06-28 15:00:00,4,0.3,point,1,original,충남 공주 신풍
3905,2024-06-27 08:00:00,2024-06-27 10:00:00,3,0.01,point,1,original,경기 파주 nan
3906,2024-06-17 10:00:00,2024-06-17 11:00:00,2,0.01,point,1,original,경북 영천 신녕
3907,2024-06-17 06:00:00,2024-06-17 10:00:00,5,0.03,point,1,original,충남 서산 지곡
3908,2024-06-15 15:00:00,2024-06-15 18:00:00,4,0.2,point,1,original,충남 서산 해미
3909,2024-05-24 16:00:00,2024-05-24 19:00:00,4,0.02,point,1,original,강원 삼척 원덕
3910,2024-05-24 13:00:00,2024-05-24 17:00:00,5,0.5,point,1,sgis_recovered,전남 화순 사평
3911,2024-06-07 16:00:00,2024-06-07 18:00:00,3,0.01,point,1,original,경기 가평 설악
3912,2024-06-07 15:00:00,2024-06-07 15:00:00,1,0.02,point,1,original,경기 양평 단월
3913,2024-06-05 15:00:00,2024-06-05 18:00:00,4,0.03,point,1,original,경기 광주 초월
3914,2024-04-12 14:00:00,2024-04-12 16:00:00,3,0.06,point,1,original,강원 삼척 하장
3915,2024-04-12 14:00:00,2024-04-12 16:00:00,3,0.06,point,1,original,충북 단양 영춘
3916,2024-04-12 13:00:00,2024-04-12 19:00:00,7,2.0,point,1,sgis_recovered,강원 양구 국토정중앙
3917,2024-04-12 12:00:00,2024-04-12 13:00:00,2,0.1,point,1,original,강원 횡성 우천
3918,2024-04-12 12:00:00,2024-04-12 13:00:00,2,0.05,point,1,original,경북 경주 산내
3919,2024-04-12 12:00:00,2024-04-12 13:00:00,2,0.1,point,1,original,전북 무주 적상
3920,2024-04-13 22:00:00,2024-04-14 00:00:00,3,0.06,point,1,sgis_recovered,충남 홍성 은하
3921,2024-04-13 16:00:00,2024-04-13 18:00:00,3,1.0,point,1,original,강원 횡성 우천
3922,2024-04-13 15:00:00,2024-04-13 18:00:00,4,0.83,point,1,original,경기 파주 광탄
3923,2024-04-13 14:00:00,2024-04-13 15:00:00,2,0.1,point,1,original,전북 무주 설천
3924,2024-04-13 13:00:00,2024-04-13 14:00:00,2,0.03,point,1,original,충남 공주 사곡
3925,2024-04-13 13:00:00,2024-04-13 15:00:00,3,0.01,point,1,original,경북 청송 현서
3926,2024-04-13 12:00:00,2024-04-13 13:00:00,2,0.03,point,1,original,충남 공주 사곡
3927,2024-04-13 11:00:00,2024-04-13 14:00:00,4,0.33,point,1,original,경기 파주 탄현
3928,2024-04-13 11:00:00,2024-04-13 13:00:00,3,0.05,point,1,original,경북 영천 임고
3929,2024-04-13 00:00:00,2024-04-13 01:00:00,2,0.02,point,1,original,부산 사하 nan
3930,2024-06-03 00:00:00,2024-06-03 06:00:00,7,0.26,point,1,original,부산 금정 nan
3931,2024-06-02 09:00:00,2024-06-02 15:00:00,7,0.05,point,1,original,경기 과천 nan
3932,2024-06-01 15:00:00,2024-06-01 18:00:00,4,0.99,point,1,original,경기 파주 탄현
3933,2024-04-01 16:00:00,2024-04-01 17:00:00,2,0.15,point,1,original,경북 예천 지보
3934,2024-04-01 14:00:00,2024-04-01 18:00:00,5,1.2,point,1,original,경기 광주 초월
3935,2024-04-01 13:00:00,2024-04-01 16:00:00,4,0.6,point,1,original,경기 남양주 진접
3936,2024-03-24 14:00:00,2024-03-24 15:00:00,2,0.2,point,1,original,경기 연천 군남
3937,2024-03-24 12:00:00,2024-03-24 15:00:00,4,0.3,point,1,sgis_recovered,경기 화성 장안
3938,2024-03-24 12:00:00,2024-03-24 22:00:00,11,0.1,point,1,original,충남 천안 동남 목천
3939,2024-03-24 10:00:00,2024-03-24 17:00:00,8,1.5,point,1,sgis_recovered,경기 안성 고삼
3940,2024-03-23 14:00:00,2024-03-23 15:00:00,2,0.03,point,1,sgis_recovered,경기 가평 북
3941,2024-03-23 13:00:00,2024-03-23 14:00:00,2,0.01,point,1,original,충남 천안 동남 동
3942,2024-03-23 12:00:00,2024-03-23 13:00:00,2,0.03,point,1,sgis_recovered,충남 금산 남일
3943,2024-03-21 18:00:00,2024-03-21 19:00:00,2,0.1,point,1,original,충남 예산 신양
3944,2024-03-21 14:00:00,2024-03-21 17:00:00,4,0.02,point,1,original,경남 거제 거제
3945,2024-06-19 01:00:00,2024-06-19 18:00:00,18,0.2,point,1,original,강원 삼척 도계
3946,2024-06-21 15:00:00,2024-06-21 20:00:00,6,0.33,point,1,original,전북 남원 산내
3947,2023-04-22 16:00:00,2023-04-22 18:00:00,3,0.33,point,1,sgis_recovered,충남 부여 내산
3948,2023-04-22 15:00:00,2023-04-22 17:00:00,3,0.1,point,1,original,경기 연천 군남
3949,2023-04-22 10:00:00,2023-04-22 11:00:00,2,0.01,point,1,sgis_recovered,충남 태안 안면
3950,2023-04-14 13:00:00,2023-04-14 13:00:00,1,0.04,point,1,sgis_recovered,경남 함양 유림
3951,2023-04-13 22:00:00,2023-04-14 03:00:00,6,0.11,point,1,original,경기 구리 nan
3952,2023-04-13 19:00:00,2023-04-13 20:00:00,2,0.3,point,1,original,충남 보령 웅천
3953,2023-04-13 14:00:00,2023-04-13 14:00:00,1,0.01,point,1,original,충북 제천 덕산
3954,2023-04-13 13:00:00,2023-04-13 15:00:00,3,0.2,point,1,original,울산 울주 두서
3955,2023-04-13 13:00:00,2023-04-13 15:00:00,3,0.03,point,1,original,경남 함양 서하
3956,2023-04-13 13:00:00,2023-04-13 16:00:00,4,2.0,point,1,original,경북 문경 호계
3957,2023-04-13 10:00:00,2023-04-13 11:00:00,2,0.01,point,1,original,충북 영동 영동
3958,2023-04-22 22:00:00,2023-04-23 01:00:00,4,0.45,point,1,sgis_recovered,경남 창원 마산합포 구산
3959,2023-04-22 17:00:00,2023-04-22 19:00:00,3,0.01,point,1,sgis_recovered,전남 장흥 부산
3960,2023-06-13 12:00:00,2023-06-13 17:00:00,6,0.06,point,1,original,충남 천안 동남 병천
3961,2023-06-12 15:00:00,2023-06-12 18:00:00,4,0.02,point,1,original,충남 논산 양촌
3962,2023-06-03 16:00:00,2023-06-03 19:00:00,4,0.01,point,1,sgis_recovered,경기 포천 이동
3963,2023-04-19 23:00:00,2023-04-20 23:00:00,25,0.03,point,1,sgis_recovered,전북 군산 옥도
3964,2023-05-04 15:00:00,2023-05-04 18:00:00,4,1.0,point,1,original,강원 정선 화암
3965,2023-05-04 15:00:00,2023-05-04 16:00:00,2,0.02,point,1,original,충북 영동 학산
3966,2023-05-04 11:00:00,2023-05-04 11:00:00,1,0.01,point,1,original,부산 연제 nan
3967,2023-05-16 14:00:00,2023-05-16 17:00:00,4,0.03,point,1,original,충남 청양 장평
3969,2023-05-16 13:00:00,2023-05-17 13:00:00,25,0.13,point,1,original,세종 nan nan
3970,2023-04-20 14:00:00,2023-04-20 20:00:00,7,0.5,point,1,original,경북 청송 주왕산
3971,2023-04-17 11:00:00,2023-04-17 16:00:00,6,1.2,point,1,original,경북 안동 일직
3972,2023-05-27 12:00:00,2023-05-27 13:00:00,2,0.04,point,1,original,강원 정선 정선
3973,2023-05-27 04:00:00,2023-05-27 11:00:00,8,0.4,point,1,original,경기 화성 nan
3974,2023-05-25 14:00:00,2023-05-25 16:00:00,3,0.03,point,1,original,경기 포천 영중
3975,2023-05-25 12:00:00,2023-05-25 14:00:00,3,0.05,point,1,original,전북 장수 장계
3976,2023-05-24 11:00:00,2023-05-24 13:00:00,3,0.02,point,1,original,경북 문경 nan
3977,2023-05-22 19:00:00,2023-05-22 20:00:00,2,0.01,point,1,original,경기 과천 nan
3978,2023-05-12 13:00:00,2023-05-12 15:00:00,3,0.01,point,1,sgis_recovered,경남 합천 가야
3979,2023-05-12 09:00:00,2023-05-12 09:00:00,1,0.01,point,1,original,부산 연제 nan
3980,2023-05-10 16:00:00,2023-05-10 17:00:00,2,0.01,point,1,original,경기 연천 전곡
3981,2023-05-10 12:00:00,2023-05-10 14:00:00,3,0.1,point,1,original,강원 화천 사내
3982,2023-04-26 11:00:00,2023-04-26 13:00:00,3,0.1,point,1,original,세종 nan nan
3983,2023-04-09 17:00:00,2023-04-09 17:00:00,1,0.01,point,1,sgis_recovered,울산 동 nan
3984,2023-04-09 14:00:00,2023-04-09 16:00:00,3,0.5,point,1,original,강원 평창 미탄
3985,2023-04-09 12:00:00,2023-04-09 12:00:00,1,0.01,point,1,sgis_recovered,경기 연천 신서
4024,2023-03-14 14:00:00,2023-03-14 17:00:00,4,0.04,point,1,original,경남 거제 둔덕
4025,2023-03-14 14:00:00,2023-03-14 16:00:00,3,3.0,point,1,sgis_recovered,충남 금산 부리
4026,2023-03-14 13:00:00,2023-03-14 17:00:00,5,1.93,point,1,original,경기 여주 가남
4027,2023-03-14 13:00:00,2023-03-14 16:00:00,4,0.3,point,1,sgis_recovered,전북 남원 대강
4028,2023-03-14 13:00:00,2023-03-14 15:00:00,3,0.06,point,1,original,충북 옥천 청성
4029,2023-03-14 13:00:00,2023-03-14 14:00:00,2,0.16,point,1,sgis_recovered,강원 홍천 영귀미
4030,2023-03-14 13:00:00,2023-03-14 15:00:00,3,0.03,point,1,original,경기 파주 파주
4031,2023-03-14 12:00:00,2023-03-14 15:00:00,4,0.01,point,1,original,충북 보은 탄부
4032,2023-03-14 12:00:00,2023-03-14 13:00:00,2,0.1,point,1,original,경북 예천 개포
4033,2023-03-12 14:00:00,2023-03-12 17:00:00,4,0.01,point,1,original,경기 안양 만안
4034,2023-03-12 03:00:00,2023-03-12 08:00:00,6,0.5,point,1,original,경남 하동 옥종
4035,2023-03-10 15:00:00,2023-03-10 16:00:00,2,0.01,point,1,original,경남 함양 병곡
4036,2023-03-10 14:00:00,2023-03-10 16:00:00,3,0.27,point,1,original,경기 남양주 별내
4037,2023-03-10 13:00:00,2023-03-10 18:00:00,6,1.0,point,1,original,전북 정읍 입암
4038,2023-03-10 13:00:00,2023-03-10 16:00:00,4,1.0,point,1,original,충북 청주 상당 낭성
4039,2023-03-10 12:00:00,2023-03-10 14:00:00,3,0.5,point,1,original,경북 상주 공성
4040,2023-03-03 19:00:00,2023-03-03 20:00:00,2,0.01,point,1,original,경기 여주 강천
4041,2023-03-03 18:00:00,2023-03-03 20:00:00,3,0.26,point,1,original,세종 전동 nan
4042,2023-03-03 17:00:00,2023-03-03 18:00:00,2,0.02,point,1,original,경기 양평 용문
4043,2023-03-03 14:00:00,2023-03-03 15:00:00,2,0.03,point,1,original,경남 김해 nan
4044,2023-03-03 14:00:00,2023-03-04 11:00:00,22,47.0,point,1,original,전남 순천 월등
4045,2023-03-03 14:00:00,2023-03-04 14:00:00,25,40.0,point,1,original,경북 영양 영양
4046,2023-03-03 14:00:00,2023-03-03 17:00:00,4,2.0,point,1,original,충남 공주 신풍
4047,2023-03-03 12:00:00,2023-03-03 13:00:00,2,0.08,point,1,original,광주 광산 nan
4048,2023-03-03 11:00:00,2023-03-03 13:00:00,3,0.1,point,1,original,충남 태안 태안
4049,2023-03-03 10:00:00,2023-03-03 11:00:00,2,0.03,point,1,original,충남 홍성 홍동
4050,2023-03-03 10:00:00,2023-03-03 12:00:00,3,0.09,point,1,original,충남 부여 충화
4051,2023-03-03 08:00:00,2023-03-03 09:00:00,2,0.03,point,1,original,강원 정선 임계
4052,2023-03-03 00:00:00,2023-03-03 01:00:00,2,0.1,point,1,original,충남 당진 nan
4053,2023-02-27 18:00:00,2023-02-27 21:00:00,4,0.3,point,1,original,경북 안동 임동
4054,2023-02-27 18:00:00,2023-02-27 18:00:00,1,0.01,point,1,original,충남 보령 nan
4055,2023-02-27 17:00:00,2023-02-28 02:00:00,10,8.0,point,1,original,경남 창녕 남지
4056,2023-02-27 15:00:00,2023-02-27 18:00:00,4,1.7,point,1,sgis_recovered,충남 금산 복수
4057,2023-02-27 13:00:00,2023-02-27 14:00:00,2,0.1,point,1,original,강원 고성 현내
4058,2023-02-27 12:00:00,2023-02-27 14:00:00,3,0.15,point,1,original,경남 함안 칠원
4059,2023-02-27 12:00:00,2023-02-27 15:00:00,4,0.3,point,1,original,전북 익산 웅포
4060,2023-02-27 11:00:00,2023-02-27 14:00:00,4,0.2,point,1,original,경북 상주 함창
4061,2023-02-27 11:00:00,2023-02-27 12:00:00,2,0.1,point,1,original,경북 포항 구룡포
4062,2023-02-27 10:00:00,2023-02-27 11:00:00,2,0.01,point,1,original,충남 홍성 홍동
4063,2023-02-23 20:00:00,2023-02-23 21:00:00,2,0.1,point,1,original,충남 공주 의당
4064,2023-02-23 16:00:00,2023-02-23 17:00:00,2,0.5,point,1,original,경남 의령 유곡
4065,2023-02-23 15:00:00,2023-02-23 18:00:00,4,0.2,point,1,original,경북 봉화 명호
4066,2023-02-23 13:00:00,2023-02-23 14:00:00,2,0.03,point,1,sgis_recovered,울산 북 nan
4067,2023-02-23 12:00:00,2023-02-23 16:00:00,5,0.2,point,1,original,강원 삼척 노곡
4068,2023-02-15 15:00:00,2023-02-15 16:00:00,2,0.03,point,1,original,세종 연기 nan
4069,2023-02-15 15:00:00,2023-02-15 15:00:00,1,0.1,point,1,original,경기 용인 처인 백암
4070,2023-02-15 04:00:00,2023-02-15 04:00:00,1,0.03,point,1,original,경남 창원 의창
4071,2023-02-08 16:00:00,2023-02-08 18:00:00,3,0.02,point,1,original,전남 장흥 유치
4072,2023-02-08 14:00:00,2023-02-08 16:00:00,3,0.15,point,1,sgis_recovered,대전 서 nan
4073,2023-02-08 13:00:00,2023-02-08 17:00:00,5,0.3,point,1,original,전남 고흥 점암
4074,2023-02-08 13:00:00,2023-02-08 17:00:00,5,0.5,point,1,original,경남 진주 수곡
4075,2023-02-05 20:00:00,2023-02-05 21:00:00,2,0.01,point,1,original,경남 진주 nan
4076,2023-02-05 20:00:00,2023-02-05 21:00:00,2,0.02,point,1,original,경남 양산 원동
4077,2023-02-05 18:00:00,2023-02-05 19:00:00,2,0.01,point,1,sgis_recovered,경남 함양 백전
4078,2023-02-05 15:00:00,2023-02-05 17:00:00,3,0.2,point,1,original,전남 나주 문평
4079,2023-02-05 15:00:00,2023-02-05 15:00:00,1,0.1,point,1,original,경남 김해 진영
4080,2023-02-05 14:00:00,2023-02-05 16:00:00,3,0.2,point,1,original,전북 순창 팔덕
4081,2023-02-05 14:00:00,2023-02-05 16:00:00,3,0.03,point,1,original,경기 광주 초월
4082,2023-02-01 22:00:00,2023-02-02 02:00:00,5,0.9,point,1,sgis_recovered,경북 울진 기성
4083,2023-02-01 19:00:00,2023-02-01 20:00:00,2,0.2,point,1,original,울산 울주 상북
4085,2023-03-17 05:00:00,2023-03-17 07:00:00,3,0.15,point,1,original,충남 공주 사곡
4086,2023-03-17 04:00:00,2023-03-17 11:00:00,8,4.0,point,1,original,경북 경산 진량
4087,2023-05-23 16:00:00,2023-05-23 20:00:00,5,0.8,point,1,sgis_recovered,강원 횡성 서원
4088,2023-05-23 16:00:00,2023-05-23 16:00:00,1,0.02,point,1,original,경기 의정부 nan
4089,2023-05-23 14:00:00,2023-05-23 15:00:00,2,0.1,point,1,original,경기 고양 덕양
4090,2023-05-23 13:00:00,2023-05-23 14:00:00,2,0.01,point,1,sgis_recovered,경북 청도 이서
4091,2023-05-17 21:00:00,2023-05-18 02:00:00,6,0.13,point,1,original,경기 화성 nan
4092,2023-05-17 16:00:00,2023-05-17 17:00:00,2,0.02,point,1,original,세종 nan nan
4093,2023-05-17 11:00:00,2023-05-17 13:00:00,3,0.3,point,1,sgis_recovered,강원 평창 대화
4094,2023-05-17 10:00:00,2023-05-17 14:00:00,5,0.5,point,1,original,충남 당진 nan
4095,2023-04-28 15:00:00,2023-04-28 20:00:00,6,0.8,point,1,sgis_recovered,충북 청주 상당 미원
4096,2023-04-28 14:00:00,2023-04-28 15:00:00,2,0.03,point,1,original,경기 여주 흥천
4097,2023-04-28 11:00:00,2023-04-28 15:00:00,5,0.3,point,1,original,전북 정읍 옹동
4099,2023-04-16 13:00:00,2023-04-16 15:00:00,3,0.01,point,1,sgis_recovered,강원 정선 신동
4100,2023-04-16 12:00:00,2023-04-16 13:00:00,2,0.01,point,1,original,대구 달서 nan
4101,2023-04-10 14:00:00,2023-04-10 15:00:00,2,0.13,point,1,original,경기 화성 향남
4102,2023-04-03 21:00:00,2023-04-04 00:00:00,4,0.5,point,1,original,충남 천안 동남
4103,2023-04-03 17:00:00,2023-04-04 13:00:00,21,2.5,point,1,original,충남 금산 남이
4104,2023-04-03 14:00:00,2023-04-03 16:00:00,3,0.66,point,1,original,경기 용인 처인 양지
4105,2023-04-03 14:00:00,2023-04-04 14:00:00,25,210.0,point,1,original,경북 영주 평은
4106,2023-04-03 14:00:00,2023-04-04 03:00:00,14,0.8,point,1,original,경기 광주 초월
4107,2023-04-03 13:00:00,2023-04-03 15:00:00,3,0.07,point,1,sgis_recovered,충남 아산 선장
4108,2023-04-03 13:00:00,2023-04-03 15:00:00,3,0.5,point,1,original,강원 영월 김삿갓
4109,2023-04-03 13:00:00,2023-04-04 13:00:00,25,190.0,polygon,3,original,전남 순천 송광
4110,2023-04-03 12:00:00,2023-04-04 12:00:00,25,475.0,polygon,2,original,전남 함평 대동
4111,2023-04-03 12:00:00,2023-04-04 12:00:00,25,27.0,point,1,original,경기 남양주 와부
4112,2023-04-03 05:00:00,2023-04-03 10:00:00,6,1.6,point,1,original,경기 포천 창수
4113,2023-04-02 21:00:00,2023-04-02 21:00:00,1,0.1,point,1,original,경기 동두천 nan
4114,2023-04-02 19:00:00,2023-04-02 23:00:00,5,0.16,point,1,original,경기 파주 광탄
4115,2023-04-02 18:00:00,2023-04-02 23:00:00,6,0.5,point,1,original,대전 동 nan
4116,2023-04-02 17:00:00,2023-04-02 18:00:00,2,0.02,point,1,original,경남 함양 안의
4117,2023-04-02 16:00:00,2023-04-03 16:00:00,25,2.0,point,1,original,전남 고흥 금산
4118,2023-04-02 16:00:00,2023-04-03 16:00:00,25,1.5,point,1,original,전북 정읍 산외
4119,2023-04-02 15:00:00,2023-04-02 18:00:00,4,0.16,point,1,original,충남 홍성 금마
4120,2023-04-02 15:00:00,2023-04-02 17:00:00,3,0.1,point,1,sgis_recovered,전남 강진 대구
4121,2023-04-02 15:00:00,2023-04-03 14:00:00,24,4.0,point,1,sgis_recovered,전북 고창 상하
4122,2023-04-02 15:00:00,2023-04-02 18:00:00,4,0.7,point,1,original,강원 철원 동송
4123,2023-04-02 15:00:00,2023-04-03 00:00:00,10,15.0,point,1,original,충남 부여 세도
4124,2023-04-02 15:00:00,2023-04-02 19:00:00,5,1.0,point,1,sgis_recovered,강원 원주 지정
4125,2023-04-02 14:00:00,2023-04-02 16:00:00,3,1.0,point,1,original,경기 연천 백학
4126,2023-04-02 14:00:00,2023-04-02 21:00:00,8,0.5,point,1,original,경북 성주 용암
4127,2023-03-27 14:00:00,2023-03-27 17:00:00,4,0.5,point,1,sgis_recovered,강원 철원 서
4128,2023-03-27 13:00:00,2023-03-27 14:00:00,2,0.03,point,1,original,충남 금산 추부
4129,2023-03-27 12:00:00,2023-03-27 14:00:00,3,1.0,point,1,original,전북 진안 마령
4130,2023-03-25 16:00:00,2023-03-25 18:00:00,3,0.04,point,1,original,충남 보령 미산
4131,2023-03-25 13:00:00,2023-03-25 14:00:00,2,0.07,point,1,original,경기 포천 nan
4132,2023-03-15 22:00:00,2023-03-16 00:00:00,3,0.2,point,1,original,경기 하남 nan
4155,2023-04-02 14:00:00,2023-04-02 16:00:00,3,0.05,point,1,original,전북 김제 금구
4156,2023-04-02 14:00:00,2023-04-02 14:00:00,1,0.03,point,1,original,경기 시흥 nan
4157,2023-04-02 13:00:00,2023-04-03 13:00:00,25,70.0,polygon,2,original,충남 보령 청라
4158,2023-04-02 13:00:00,2023-04-02 17:00:00,5,4.0,point,1,original,충남 서산 성연
4159,2023-04-02 12:00:00,2023-04-03 12:00:00,25,889.36,polygon,2,sgis_recovered,충남 금산 복수
4160,2023-04-02 12:00:00,2023-04-02 13:00:00,2,0.2,point,1,original,충북 제천 청풍
4161,2023-04-02 12:00:00,2023-04-02 16:00:00,5,1.5,point,1,original,경기 양평 옥천
4162,2023-04-02 11:00:00,2023-04-02 17:00:00,7,3.86,point,1,original,경기 남양주 와부
4163,2023-04-02 11:00:00,2023-04-03 11:00:00,25,6.0,point,1,original,서울 종로 nan
4164,2023-04-02 11:00:00,2023-04-03 11:00:00,25,35.0,point,1,sgis_recovered,경북 군위 소보
4165,2023-04-02 11:00:00,2023-04-03 11:00:00,25,25.0,point,1,original,충북 옥천 군북
4166,2023-04-02 11:00:00,2023-04-02 20:00:00,10,68.0,polygon,1,original,충남 당진 대호지
4167,2023-04-02 11:00:00,2023-04-02 13:00:00,3,0.1,point,1,sgis_recovered,경북 포항 북 송라
4168,2023-04-02 11:00:00,2023-04-02 16:00:00,6,3.0,point,1,sgis_recovered,경기 양평 지평
4169,2023-04-02 11:00:00,2023-04-03 11:00:00,25,1454.0,polygon,21,sgis_recovered,충남 홍성 서부
4170,2023-04-02 10:00:00,2023-04-02 14:00:00,5,0.19,point,1,original,경기 화성 송산
4171,2023-04-02 09:00:00,2023-04-02 18:00:00,10,1.1,point,1,original,충남 천안 목천
4172,2023-04-02 09:00:00,2023-04-02 15:00:00,7,1.2,point,1,sgis_recovered,충남 천안 동남 북
4173,2023-04-02 08:00:00,2023-04-02 11:00:00,4,0.5,point,1,original,충남 서산 해미
4174,2023-04-02 05:00:00,2023-04-02 11:00:00,7,0.3,point,1,original,전북 남원 산동
4175,2023-04-01 18:00:00,2023-04-01 20:00:00,3,0.03,point,1,original,전북 전주 덕진
4176,2023-04-01 18:00:00,2023-04-01 19:00:00,2,0.01,point,1,original,경기 양주 nan
4177,2023-04-01 17:00:00,2023-04-01 20:00:00,4,0.1,point,1,original,충남 서천 기산
4178,2023-04-01 17:00:00,2023-04-01 19:00:00,3,0.06,point,1,original,경기 광주 곤지암
4179,2023-04-01 16:00:00,2023-04-01 19:00:00,4,0.3,point,1,original,전남 해남 옥천
4180,2023-04-01 13:00:00,2023-04-01 15:00:00,3,0.26,point,1,original,강원 춘천 사북
4181,2023-04-01 12:00:00,2023-04-02 12:00:00,25,0.33,point,1,original,경기 화성 양감
4182,2023-04-01 11:00:00,2023-04-01 13:00:00,3,0.1,point,1,original,경남 산청 삼장
4183,2023-04-04 19:00:00,2023-04-04 21:00:00,3,0.03,point,1,original,경기 고양 일산동
4184,2023-04-04 15:00:00,2023-04-04 17:00:00,3,0.22,point,1,original,충남 서천 비인
4185,2023-04-04 14:00:00,2023-04-04 17:00:00,4,0.5,point,1,original,전남 함평 손불
4186,2023-04-04 11:00:00,2023-04-04 13:00:00,3,0.09,point,1,original,경기 화성 남양
4188,2023-04-04 05:00:00,2023-04-04 13:00:00,9,1.0,point,1,original,충남 천안 목천
4189,2023-06-20 15:00:00,2023-06-20 19:00:00,5,0.01,point,1,original,서울 관악 nan
4190,2023-05-26 22:00:00,2023-05-27 09:00:00,12,2.0,point,1,sgis_recovered,강원 평창 대화
4191,2023-05-26 15:00:00,2023-05-26 16:00:00,2,0.05,point,1,original,강원 원주 소초
4192,2023-04-11 16:00:00,2023-04-11 17:00:00,2,0.04,point,1,original,경북 경주 외동
4193,2023-04-11 08:00:00,2023-04-12 08:00:00,25,119.92,polygon,3,original,강원 강릉 nan
4194,2023-05-02 11:00:00,2023-05-02 13:00:00,3,0.1,point,1,original,충남 서산 지곡
4195,2023-04-27 17:00:00,2023-04-27 19:00:00,3,0.01,point,1,original,경기 시흥 nan
4196,2023-04-27 14:00:00,2023-04-27 17:00:00,4,0.03,point,1,original,충남 서산 대산
4197,2023-04-27 11:00:00,2023-04-27 17:00:00,7,1.0,point,1,original,전북 진안 동향
4198,2023-04-24 16:00:00,2023-04-24 18:00:00,3,0.06,point,1,original,경남 양산 원동
4199,2023-04-24 13:00:00,2023-04-24 14:00:00,2,0.05,point,1,original,경남 진주 대곡
4200,2023-04-24 10:00:00,2023-04-24 12:00:00,3,0.01,point,1,original,전북 군산 nan
4201,2023-04-24 08:00:00,2023-04-24 09:00:00,2,0.01,point,1,sgis_recovered,경기 양주 남
4202,2023-04-24 06:00:00,2023-04-24 07:00:00,2,0.1,point,1,original,충북 음성 맹동
4203,2023-04-12 16:00:00,2023-04-12 18:00:00,3,0.16,point,1,original,인천 옹진 백령
4204,2023-04-12 13:00:00,2023-04-12 15:00:00,3,0.1,point,1,sgis_recovered,전남 장흥 안양
4205,2023-04-12 13:00:00,2023-04-12 19:00:00,7,0.1,point,1,original,전남 장성 북하
4206,2022-04-04 12:00:00,2022-04-04 13:00:00,2,0.01,point,1,sgis_recovered,경기 양평 양동
4207,2022-04-04 11:00:00,2022-04-04 12:00:00,2,0.02,point,1,sgis_recovered,울산 중 nan
4208,2022-04-04 07:00:00,2022-04-04 13:00:00,7,1.0,point,1,original,경북 봉화 소천
4209,2022-04-03 15:00:00,2022-04-03 17:00:00,3,0.1,point,1,sgis_recovered,충북 보은 마로
4210,2022-04-03 15:00:00,2022-04-03 16:00:00,2,0.1,point,1,original,경북 구미 nan
4211,2022-04-03 14:00:00,2022-04-03 17:00:00,4,0.01,point,1,original,서울 성북 nan
4212,2022-04-03 14:00:00,2022-04-03 15:00:00,2,0.1,point,1,original,울산 울주 범서
4213,2022-04-03 12:00:00,2022-04-03 12:00:00,1,0.09,point,1,original,전북 남원 nan
4214,2022-04-02 15:00:00,2022-04-02 17:00:00,3,0.03,point,1,sgis_recovered,경기 양평 양서
4215,2022-04-02 15:00:00,2022-04-03 14:00:00,24,5.0,point,1,original,전북 무주 설천
4216,2022-04-02 14:00:00,2022-04-02 16:00:00,3,0.01,point,1,original,충남 공주 계룡
4217,2022-04-02 14:00:00,2022-04-02 16:00:00,3,0.15,point,1,original,경기 여주 세종대왕
4218,2022-04-02 13:00:00,2022-04-02 16:00:00,4,0.09,point,1,original,경기 남양주 nan
4219,2022-04-02 11:00:00,2022-04-02 15:00:00,5,0.5,point,1,sgis_recovered,경기 연천 신서
4220,2022-04-01 18:00:00,2022-04-01 19:00:00,2,0.1,point,1,original,전북 장수 산서
