prow,pcol,pop_total,households,houses,low_count_only,adm_cd,adm_nm,day_idx,old_ratio,avg_age,oldage_suprt_per,old_per_health,old_house_ratio,pop_day,pop_old,old_house,pop_expo,forest_ratio,is_wui,expo_rank,T,vpd,wind,hum4d,prcp4d,ndmi,y_prob_t1,haz_rank_t1,haz_top_t1,y_prob_t2,haz_rank_t2,haz_top_t2,y_prob_t3,haz_rank_t3,haz_top_t3,score_t1,occ_h00,occ_h01,occ_h02,occ_h03,occ_h04,occ_h05,occ_h06,occ_h07,occ_h08,occ_h09,occ_h10,occ_h11,occ_P_lgbm,occ_ndvi,occ_ndmi,occ_hum4d,occ_prcp4d,occ_doy_sin,occ_doy_cos,rank
1086,1500,2388.0800425708294,983.3560193181038,973.5113688409328,False,26020640,선암동,2.174319352465048,0.1760117733627667,44.9,24.5,513.2,0.4386792452830189,5192.44865179731,420.3302032251232,427.05923255757904,5192.44865179731,0.41,True,99.7892831909962,2021-02-21 06:00:00,6.910681,3.9946396,45.793602,0.0,0.0914,0.21145152,99.89839824703816,0.1016017529618267,0.20363273,99.89097044264408,0.1090295573559103,0.15349782,99.87054398056038,0.1294560194396155,99.84384071901718,-0.002329111,-0.001995176,-0.0007523447,0.0004223585,0.00088357925,0.0030300915,0.006673306,0.014093041,0.018956274,-0.003109917,0.013134688,0.034207776,0.09614802,-0.008376151,0.000990063,0.043533787,0.0,0.0,0.0,1
1087,1500,1615.8294731378555,639.426186978817,627.1911936104298,False,26020640,선암동,2.174319352465048,0.1760117733627667,44.9,24.5,513.2,0.4386792452830189,3513.3292937270417,284.40501101881904,275.1357594611791,3513.3292937270417,0.59,True,99.4640355987456,2021-02-21 06:00:00,5.448424,4.0824227,45.174137,0.0,0.0235,0.18531188,99.84348555026766,0.1565144497323416,0.18347546,99.8572800441424,0.1427199558576148,0.14867286,99.85595365050058,0.144046349499419,99.65376057450663,-0.0030755103,-0.0023659617,-0.000546813,0.0006464422,0.00097455084,0.0034472495,0.00777407,0.014537767,0.0177235,-0.0020802617,0.0067486167,0.020845681,0.086126566,-0.0024839938,-0.0007943809,0.041959077,0.0,0.0,0.0,2
1180,1447,2686.748133391142,1518.7318646013737,1184.050021648407,False,21020610,아미동,1.223927392739274,0.3752475247524752,54.5,62.6,195.92,0.6661520648398301,3288.3846378485314,1008.1955866883592,788.7573667947319,3288.3846378485314,0.38,True,99.3859464283501,2021-02-21 06:00:00,4.174539,3.445059,54.450993,0.0,-0.1114,0.16753983,99.77530891707916,0.2246910829208275,0.18954046,99.8670953570917,0.1329046429083007,0.15839818,99.88062457223803,0.1193754277619518,99.58062767271464,0.0005585849,0.00079745054,0.00038932264,0.00040657818,0.00022272766,0.0008415878,0.0033982843,0.004930705,0.0004566759,-0.0018281788,-0.0034618676,0.017318308,0.12301493,-0.004306987,0.00094637275,0.011769652,0.0,0.0,0.0,3
1084,1504,1699.236805230379,693.1609092354774,637.7950632572174,False,26020610,야음장생포동,2.5194093299026736,0.2440988924935675,48.4,36.4,173.15,0.4264378773435017,4281.073060811429,414.7818222410434,271.97997295557224,4281.073060811429,0.32999998,True,99.6665716375175,2021-02-21 06:00:00,5.7670493,3.7788076,45.069504,0.0,-0.0479,0.12994991,99.3710241350587,0.628975864941296,0.11389028,99.30045999331496,0.6995400066850266,0.09733515,98.7242745953173,1.275725404682703,99.5187978862881,-0.002137065,-0.001723066,-0.00052446127,0.0004464239,0.00066795945,0.002332449,0.0053536,0.010934308,0.0130597055,-0.0016327202,0.0051157624,0.015515424,0.020649016,0.0050146654,-5.374849e-05,0.032785863,0.0,0.0,0.0,4
981,1512,347.3840217590332,184.81319081783292,181.34572559595108,False,37011570,제철동,12.978187288454306,0.1963144039112448,45.4,26.9,185.33,0.4135338345864661,4508.414895405219,68.1964871599155,74.99259329155872,4508.414895405219,0.52,True,99.70375695675348,2021-02-21 06:00:00,5.411227,3.3000503,40.045536,0.0,-0.0118,0.12609765,99.28586966325518,0.714130336744816,0.11720372,99.38402279274834,0.6159772072516603,0.10506881,99.11529544091977,0.8847045590802338,99.49481331000432,-0.00049959123,0.00085666776,0.0011238679,0.00060655177,-7.124245e-05,0.002107501,0.0065146983,0.006675683,0.007769555,0.0023899674,-0.0100465715,-0.021192968,0.04649485,0.00485307,-0.00069735944,0.041847296,0.0,0.0,0.0,5
1086,1501,1052.3914076983929,425.9134378135204,423.5057297348976,False,26020640,선암동,2.174319352465048,0.1760117733627667,44.9,24.5,513.2,0.4386792452830189,2288.23500412655,185.2332779407326,185.78317389313904,2288.23500412655,0.59999996,True,98.77809040990616,2021-02-21 06:00:00,7.235817,3.9964116,45.982334,0.0,-0.0019,0.30045998,99.99124580196413,0.0087541980358736,0.29143825,99.98275688265662,0.0172431173433835,0.21717319,99.9774513080894,0.0225486919106003,99.38466810593516,-0.0015163124,-0.001306653,-0.0005764663,0.00026744604,0.0008645952,0.0024268627,0.0045591593,0.009135127,0.011331588,-0.0016082525,0.011616528,0.025554359,0.17841196,-0.001852572,0.0010778308,0.038813055,0.0,0.0,0.0,6
1086,1519,1098.0933869183064,434.67396998405457,343.7408685386181,False,26030550,전하1동,2.264370843484559,0.1677750707842233,42.7,23.6,183.13,0.1930979453421105,2486.490648761021,184.2326957179064,66.37565544491967,2486.490648761021,0.75,True,98.94319322731386,2021-02-21 06:00:00,7.955731,4.31195,42.59301,0.0,0.04,0.1484025,99.6522195871202,0.3477804128798141,0.12940487,99.57688042826598,0.4231195717340199,0.0953542,98.57492267125068,1.4250773287493104,99.29770640721702,-0.00047674775,-0.0004491061,-8.1673265e-05,0.00046403706,0.00081682205,0.0021701753,0.0034731776,0.0066267997,0.0045473427,-0.0019869506,0.01604478,0.013233066,0.041880347,-0.015621439,-0.00030384958,0.039375193,0.0,0.0,0.0,7
1092,1486,1762.2644628882408,690.8026700019836,689.8789744377136,False,26510150,청량읍,1.1736272235112142,0.1743453762015246,44.2,24.8,344.5,0.1012620638455827,2068.2415486720074,307.2426607488282,69.85856875523692,2068.2415486720074,0.72999996,True,98.58794947754626,2021-02-21 06:00:00,7.5370264,4.3,39.246326,0.0,-0.1122,0.28584492,99.97904298045955,0.0209570195404324,0.28092083,99.97400268462071,0.0259973153792714,0.21240485,99.97108461860876,0.0289153813912292,99.2834962290029,0.00038954616,0.00035881996,0.0006225407,0.00040003657,3.5256147e-05,0.0010935068,0.0038238764,0.0067893863,0.005089283,-0.0002785623,0.0020510554,0.0067302883,0.17512509,-0.0004374087,-0.00052541494,0.06258577,0.0,0.0,0.0,8
1086,1499,880.2482968568802,368.1912132203579,352.391511708498,False,26020640,선암동,2.174319352465048,0.1760117733627667,44.9,24.5,513.2,0.4386792452830189,1913.940906830313,154.9340637293346,154.586842400426,1913.940906830313,0.43,True,98.44590155806488,2021-02-21 06:00:00,5.9107895,3.9928677,45.919323,0.0,0.013,0.21743506,99.9087441174442,0.0912558825557994,0.21548547,99.90794828125912,0.0920517187408762,0.17074898,99.9074177238024,0.0925822761976036,99.17732283775452,-0.0032135844,-0.0026046187,-0.0007390082,0.0006902665,0.0009607971,0.003392309,0.007466078,0.01472576,0.018542275,-0.0024194121,0.0094897,0.026031956,0.10644605,0.0021948665,-0.00024092197,0.042060077,0.0,0.0,0.0,9
1182,1448,2265.395476937294,1187.1182458400726,855.4803709983826,False,21020650,남부민1동,0.841936174769758,0.3671021632041122,54.4,61.4,352.2,0.5895522388059702,1907.3184021932968,831.6315800964921,504.3503679766584,1907.3184021932968,0.55,True,98.4392082006024,2021-02-21 06:00:00,4.491417,3.2518039,50.28415,0.0,-0.1041,0.21242248,99.89998991940833,0.100010080591673,0.23361382,99.9312928093548,0.0687071906452132,0.19002312,99.94031228611902,0.0596877138809759,99.16959906000535,0.0004657507,0.0005341917,0.00037924945,0.00025491416,7.763505e-05,0.0008570552,0.0040660948,0.004112199,0.00060738623,-0.0010117292,-0.0027567297,0.006426856,0.15668972,0.0046655983,0.0003090799,0.027966186,0.0,0.0,0.0,10
