fire_id,ignite_h,scan_hour,horizon,loc,damagearea,haz_top_pct,is_wui,pop
176,2021-02-08 11:00:00,8,3,경북 울진 평해,0.08,1.1016737222671509,False,110.92803886532784
177,2021-02-08 11:00:00,8,3,경남 함안 산인,0.01,41.709293365478516,False,7.470942735671997
167,2021-02-10 10:00:00,8,2,경북 영양 영양,0.26,0.009812475182116032,False,807.3876737654209
168,2021-02-10 10:00:00,8,2,경남 하동 적량,0.01,27.159076690673828,False,15.063992261886597
163,2021-02-12 10:00:00,8,2,경기 포천 관인,0.02,30.638261795043945,True,28.294413954019547
152,2021-02-14 11:00:00,8,3,경기 여주 강천,0.06,76.92476654052734,False,0.0
149,2021-02-16 11:00:00,8,3,울산 울주 범서,0.04,88.62840270996094,False,4.269729763269424
144,2021-02-19 11:00:00,8,3,전남 여수 화양,0.1,91.02495574951172,False,8.838643491268158
139,2021-02-21 10:00:00,8,2,경남 하동 하동,0.5,7.148598670959473,False,306.7519283890724
114,2021-02-26 10:00:00,8,2,경기 화성 남양,0.06,23.32060432434082,False,843.2319340407848
115,2021-02-26 10:00:00,8,2,경기 포천 신북,0.03,2.4223618507385254,True,17.218023002147675
103,2021-02-28 09:00:00,8,1,경기 양평 옥천,0.05,12.746970176696777,True,29.889774352312088
101,2021-03-07 11:00:00,8,3,경기 의왕 nan,0.01,8.224762916564941,True,1120.7346861064434
91,2021-03-17 11:00:00,8,3,인천 옹진 영흥,0.03,,True,29.40530601143837
72,2021-03-25 11:00:00,8,3,전북 익산 함라,0.1,33.7407112121582,True,16.794431388378143
62,2021-03-27 11:00:00,8,3,경북 울진 금강송,0.1,6.392210960388184,False,6.979758024215698
230,2021-04-02 09:00:00,8,1,경기 화성 봉담,0.1,3.6242153644561768,True,144.85774564743042
229,2021-04-02 11:00:00,8,3,경기 파주 문산,0.66,,False,29.149849444627762
217,2021-04-08 10:00:00,8,2,경기 가평 가평,0.01,0.150755375623703,False,1480.8058604002
218,2021-04-08 10:00:00,8,2,전남 영광 홍농,0.02,31.93142318725586,False,6.152608871459961
212,2021-04-10 10:00:00,8,2,전북 장수 계북,0.5,28.976938247680664,False,2.480112701654434
208,2021-04-11 10:00:00,8,2,경북 문경 동로,0.05,7.1950459480285645,False,0.0
210,2021-04-11 10:00:00,8,2,경북 봉화 재산,0.5,58.387794494628906,False,33.546592086553574
207,2021-04-11 11:00:00,8,3,전남 광양 옥룡,1.4,47.6012077331543,True,12.364226013422012
195,2021-04-17 10:00:00,8,2,경기 양평 용문,0.03,28.034473419189453,True,593.3230301439762
